,Unnamed: 0,Matan,Degree
1132,17102,الأصبهاني، في هذا الإسناد بمثل معناه وزادا جميعا عن شعبة عن عبد الرحمن بن الأصبهاني قال سمعت أبا حازم يحدث عن أبي هريرة قال ثلاثة لم يبلغوا الحنث,0
1253,4012,يسير على حمار ورسول الله صلى الله عليه وسلم قائم يصلي بمنى في حجة الوداع يصلي بالناس قال فسار الحمار بين يدى بعض الصف ثم نزل عنه فصف مع الناس,0
1652,10446,عائشة، أنها قالت كان الناس ينتابون الجمعة من منازلهم من العوالي فيأتون في العباء ويصيبهم الغبار فتخرج منهم الريح فأتى رسول الله صلى الله عليه وسلم إنسان منهم وهو عندي فقال رسول الله صلى الله عليه وسلم لو أنكم تطهرتم ليومكم هذا,0
785,1135,قال رسول الله صلى الله عليه وسلم إن اليهود إذا سلم عليكم أحدهم فإنما يقول السام عليكم فقل عليك,0
1735,1849,رسول الله صلى الله عليه وسلم قال ‏ ‏ لو يعلم الناس ما في النداء والصف الأول، ثم لم يجدوا إلا أن يستهموا عليه لاستهموا، ولو يعلمون ما في التهجير لاستبقوا إليه، ولو يعلمون ما في العتمة والصبح لأتوهما ولو حبوا ‏‏‏.‏,0
178,15515,أنه أتى النبي صلى الله عليه وسلم فذكر بمثله ولم يذكر في حديث سالم بن نوح ثلاثا,0
228,4264,قال ذهبت فرس له فأخذها العدو فظهر عليهم المسلمون فرد عليه في زمن رسول الله صلى الله عليه وسلم قال وأبق عبد له فلحق بالروم فظهر عليهم المسلمون فرده عليه خالد بن الوليد بعد وفاة رسول الله صلى الله عليه وسلم,0
2179,3735, هريرة، أن رسول الله صلى الله عليه وسلم قرأ في ركعتى الفجر قل يا أيها الكافرون و قل هو الله أحد,0
1102,6296,مع رسول الله صلى الله عليه وسلم في الخميلة إذ حضت فانسللت فأخذت ثياب حيضتي فقال لي رسول الله صلى الله عليه وسلم أنفست قلت نعم فدعاني فاضطجعت معه في الخميلة قالت وكانت هي ورسول الله صلى الله عليه وسلم يغتسلان في الإناء الواحد من الجنابة,0
2552,6639,لي رسول الله صلى الله عليه وسلم ناوليني الخمرة من المسجد فقلت إني حائض فقال رسول الله صلى الله عليه وسلم إن حيضتك ليست في يدك,0
912,8089, قال كنت عند أبي جالسا وعنده غلام فقام ثم رجع فحدث أبي، عن أبي هريرة، عن النبي صلى الله عليه وسلم قال إذا قام الرجل من مجلس ثم رجع إليه فهو أحق به,0
512,12342,عن النبي صلى الله عليه وسلم قال ‏ ‏ كلكم راع، وكلكم مسئول عن رعيته، والأمير راع، والرجل راع على أهل بيته، والمرأة راعية على بيت زوجها وولده، فكلكم راع وكلكم مسئول عن رعيته ‏‏‏.‏,0
1406,8520,قال رسول الله صلى الله عليه وسلم ‏ ‏ أمرت أن أقاتل الناس حتى يقولوا لا إله إلا الله‏.‏ فإذا قالوها وصلوا صلاتنا، واستقبلوا قبلتنا، وذبحوا ذبيحتنا، فقد حرمت علينا دماؤهم وأموالهم إلا بحقها، وحسابهم على الله ‏‏‏.‏,0
1126,15623, أبي قتادة، أن رسول الله صلى الله عليه وسلم قال لا تنبذوا الزهو والرطب جميعا ولا تنبذوا الزبيب والرطب جميعا,0
2581,5396,أن عمر بن الخطاب  رضى الله عنه  كان إذا قحطوا استسقى بالعباس بن عبد المطلب فقال اللهم إنا كنا نتوسل إليك بنبينا فتسقينا وإنا نتوسل إليك بعم نبينا فاسقنا‏.‏ قال فيسقون‏.‏,0
379,8201,النبي صلى الله عليه وسلم قال رسول الله صلى الله عليه وسلم من حافظ على أربع ركعات قبل الظهر وأربع بعدها حرم على النار قال أبو داود رواه العلاء بن الحارث وسليمان بن موسى عن مكحول بإسناده مثله,0
978,1275,قال خرجنا مع رسول الله صلى الله عليه وسلم من المدينة إلى مكة فكان يصلي ركعتين حتى رجعنا إلى المدينة فقلنا هل أقمتم بها شيئا قال أقمنا بها عشرا,0
1194,19460,عمران، بهذا الإسناد وقالا في الحديث عبدا حبشيا مجدع الأطراف,0
887,7944,"جاءنا رسول الله صلى الله عليه وسلم يعودني من وجع اشتد بي زمن حجة الوداع فقلت بلغ بي ما ترى وأنا ذو مال ولا يرثني إلا ابنة لي أفأتصدق بثلثى مالي قال ‏""‏ لا ‏""‏‏.‏ قلت بالشطر قال ‏""‏ لا ‏""‏‏.‏ قلت الثلث قال ‏""‏ الثلث كثير، أن تدع ورثتك أغنياء خير من أن تذرهم عالة يتكففون الناس ولن تنفق نفقة تبتغي بها وجه الله إلا أجرت عليها حتى ما تجعل في في امرأتك ‏""‏‏.‏",0
2492,6234,الله عليه وسلم بمثله وزاد لا يقطعها,0
855,5631,أن رسول الله صلى الله عليه وسلم نهى عن الجر أن ينبذ فيه,0
2460,23057,عروة، بهذا الإسناد أما أبو أسامة وروح ففي حديثهما فهل لي أجر كما قال يحيى بن سعيد وأما شعيب وجعفر ففي حديثهما أفلها أجر كرواية ابن بشر,0
424,12453,أن رسول الله صلى الله عليه وسلم قال عرض على الأنبياء فإذا موسى ضرب من الرجال كأنه من رجال شنوءة ورأيت عيسى ابن مريم عليه السلام فإذا أقرب من رأيت به شبها عروة بن مسعود ورأيت إبراهيم صلوات الله عليه فإذا أقرب من رأيت به شبها صاحبكم يعني نفسه ورأيت جبريل عليه السلام فإذا أقرب من رأيت به شبها دحية وفي رواية ابن رمح دحية بن خليفة,0
553,17101,قال رسول الله صلى الله عليه وسلم لولا أن أشق على أمتي ما تخلفت عن سرية، ولكن لا أجد حمولة، ولا أجد ما أحملهم عليه، ويشق على أن يتخلفوا عني، ولوددت أني قاتلت في سبيل الله فقتلت، ثم أحييت ثم قتلت، ثم أحييت,0
1306,14847,قال رسول الله صلى الله عليه وسلم لعلي أنت مني بمنزلة هارون من موسى إلا أنه لا نبي بعدي قال سعيد فأحببت أن أشافه بها سعدا فلقيت سعدا فحدثته بما حدثني عامر فقال أنا سمعته فقلت آنت سمعته فوضع إصبعيه على أذنيه فقال نعم وإلا فاستكتا,0
2267,25294,عائشة، قالت خسفت الشمس في عهد رسول الله صلى الله عليه وسلم فقام رسول الله صلى الله عليه وسلم يصلي فأطال القيام جدا ثم ركع فأطال الركوع جدا ثم رفع رأسه فأطال القيام جدا وهو دون القيام الأول ثم ركع فأطال الركوع جدا وهو دون الركوع الأول ثم سجد ثم قام فأطال القيام وهو دون القيام الأول ثم ركع فأطال الركوع وهو دون الركوع الأول ثم رفع رأسه فقام فأطال القيام وهو دون القيام الأول ثم ركع فأطال الركوع وهو دون الركوع الأول ثم سجد ثم انصرف رسول الله صلى الله عليه وسلم وقد تجلت الشمس فخطب الناس فحمد الله وأثنى عليه ثم قال إن الشمس والقمر من آيات الله وإنهما لا ينخسفان لموت أحد ولا لحياته فإذا رأيتموهما فكبروا وادعوا الله وصلوا وتصدقوا يا أمة محمد إن من أحد أغير من الله أن يزني عبده أو تزني أمته يا أمة محمد والله لو تعلمون ما أعلم لبكيتم كثيرا ولضحكتم قليلا ألا هل بلغت وفي رواية مالك إن الشمس والقمر آيتان من آيات الله,0
69,14878,سألت زيد بن أرقم رضى الله عنه كم غزوت مع رسول الله صلى الله عليه وسلم قال سبع عشرة‏.‏ قلت كم غزا النبي صلى الله عليه وسلم قال تسع عشرة‏.‏,0
1507,3352,حدثنا رسول الله صلى الله عليه وسلم وهو الصادق المصدوق إن خلق أحدكم يجمع في بطن أمه أربعين يوما وأربعين ليلة، ثم يكون علقة مثله، ثم يكون مضغة مثله، ثم يبعث إليه الملك فيؤذن بأربع كلمات، فيكتب رزقه وأجله وعمله وشقي أم سعيد ثم ينفخ فيه الروح، فإن أحدكم ليعمل بعمل أهل الجنة، حتى لا يكون بينها وبينه إلا ذراع، فيسبق عليه الكتاب، فيعمل بعمل أهل النار فيدخل النار، وإن أحدكم ليعمل بعمل أهل النار، حتى ما يكون بينها وبينه إلا ذراع فيسبق عليه الكتاب، فيعمل عمل أهل الجنة فيدخلها,0
1276,18011,المنافقون ما أخف جنازته وذلك لحكمه في بني قريظة فبلغ ذلك النبي صلى الله عليه وسلم فقال إن الملائكة كانت تحمله,0
2228,12833,الله، يقول نهى رسول الله صلى الله عليه وسلم عن بيع الثمر حتى يبدو صلاحه,0
1647,5744,قال كان رسول الله صلى الله عليه وسلم يأمر بالصدقة فينطلق أحدنا يتحامل حتى يجيء بالمد وإن لأحدهم اليوم مائة ألف قال شقيق كأنه يعرض بنفسه,0
1287,6673, أن رسول الله صلى الله عليه وسلم قال إذا أكل أحدكم فليذكر اسم الله تعالى فإن نسي أن يذكر اسم الله تعالى في أوله فليقل بسم الله أوله وآخره,0
1675,2594, قال رسول الله صلى الله عليه وسلم من صام الأبد فلا صام,0
438,8513,يقول قام رسول الله صلى الله عليه وسلم فخطب فقال لا والله ما أخشى عليكم أيها الناس إلا ما يخرج الله لكم من زهرة الدنيا فقال له رجل يا رسول الله أيأتي الخير بالشر فصمت رسول الله صلى الله عليه وسلم ساعة ثم قال كيف قلت قال قلت وهل يأتي الخير بالشر فقال رسول الله صلى الله عليه وسلم إن الخير لا يأتي إلا بخير أوخير هو إن كل ما ينبت الربيع يقتل حبطا أو يلم إلا آكلة الخضر أكلت حتى إذا امتلأت خاصرتاها استقبلت الشمس فثلطت وبالت ثم اجترت فعادت فأكلت فمن يأخذ مالا بحقه يبارك له ومن يأخذ مالا بغير حقه فمثله كمثل الذي يأكل ولا يشبع,0
1873,15692,قال لي رسول الله صلى الله عليه وسلم لما تزوجت أتخذت أنماطا قلت وأنى لنا أنماط قال أما إنها ستكون,0
473,4847,بمكتل فيه رطب إلى رسول الله صلى الله عليه وسلم فلم أجده وخرج قريبا إلى مولى له دعاه فصنع له طعاما فأتيته وهو يأكل قال فدعاني لآكل معه قال وصنع ثريدة بلحم وقرع قال فإذا هو يعجبه القرع قال فجعلت أجمعه فأدنيه منه فلما طعمنا منه رجع إلى منزله ووضعت المكتل بين يديه فجعل يأكل ويقسم حتى فرغ من آخره,0
2572,20485, حذيفة، أنه صلى مع رسول الله صلى الله عليه وسلم في رمضان فركع فقال في ركوعه سبحان ربي العظيم مثل ما كان قائما ثم جلس يقول رب اغفر لي رب اغفر لي مثل ما كان قائما ثم سجد فقال سبحان ربي الأعلى مثل ما كان قائما فما صلى إلا أربع ركعات حتى جاء بلال إلى الغداة قال أبو عبد الرحمن هذا الحديث عندي مرسل وطلحة بن يزيد لا أعلمه سمع من حذيفة شيئا وغير العلاء بن المسيب قال في هذا الحديث عن طلحة عن رجل عن حذيفة,0
423,2939,عاتبني أبو بكر وجعل يطعنني بيده في خاصرتي فلا يمنعني من التحرك إلا مكان رسول الله صلى الله عليه وسلم ورأسه على فخذي‏.‏,0
1977,20676, هريرة، أن النبي صلى الله عليه وسلم رخص في العرايا أن تباع بخرصها في خمسة أوسق أو ما دون خمسة أوسق,0
