,Unnamed: 0,Matan,Degree
9189,11580,دخلت على عائشة فقلت لها ألا تحدثيني عن مرض رسول الله صلى الله عليه وسلم قالت بلى ثقل النبي صلى الله عليه وسلم فقال أصلى الناس قلنا لا وهم ينتظرونك يا رسول الله قال ضعوا لي ماء في المخضب ففعلنا فاغتسل ثم ذهب لينوء فأغمي عليه ثم أفاق فقال أصلى الناس قلنا لا وهم ينتظرونك يا رسول الله فقال ضعوا لي ماء في المخضب ففعلنا فاغتسل ثم ذهب لينوء فأغمي عليه ثم أفاق فقال أصلى الناس قلنا لا وهم ينتظرونك يا رسول الله فقال ضعوا لي ماء في المخضب ففعلنا فاغتسل ثم ذهب لينوء فأغمي عليه ثم أفاق فقال أصلى الناس فقلنا لا وهم ينتظرونك يا رسول الله قالت والناس عكوف في المسجد ينتظرون رسول الله صلى الله عليه وسلم لصلاة العشاء الآخرة قالت فأرسل رسول الله صلى الله عليه وسلم إلى أبي بكر أن يصلي بالناس فأتاه الرسول فقال إن رسول الله صلى الله عليه وسلم يأمرك أن تصلي بالناس فقال أبو بكر وكان رجلا رقيقا يا عمر صل بالناس قال فقال عمر أنت أحق بذلك قالت فصلى بهم أبو بكر تلك الأيام ثم إن رسول الله صلى الله عليه وسلم وجد من نفسه خفة فخرج بين رجلين أحدهما العباس لصلاة الظهر وأبو بكر يصلي بالناس فلما رآه أبو بكر ذهب ليتأخر فأومأ إليه النبي صلى الله عليه وسلم أن لا يتأخر وقال لهما أجلساني إلى جنبه فأجلساه إلى جنب أبي بكر وكان أبو بكر يصلي وهو قائم بصلاة النبي صلى الله عليه وسلم والناس يصلون بصلاة أبي بكر والنبي صلى الله عليه وسلم قاعد قال عبيد الله فدخلت على عبد الله بن عباس فقلت له ألا أعرض عليك ما حدثتني عائشة عن مرض رسول الله صلى الله عليه وسلم قال هات فعرضت حديثها عليه فما أنكر منه شيئا غير أنه قال أسمت لك الرجل الذي كان مع العباس قلت لا قال هو علي,0
1881,14283, الله، أن رسول الله صلى الله عليه وسلم قال إن بعت من أخيك تمرا فأصابتها جائحة فلا يحل لك أن تأخذ منه شيئا بم تأخذ مال أخيك بغير حق,0
868,26163,"النبي صلى الله عليه وسلم قال ‏""‏ لا يخلون رجل بامرأة إلا مع ذي محرم ‏""‏‏.‏ فقام رجل فقال يا رسول الله امرأتي خرجت حاجة واكتتبت في غزوة كذا وكذا‏.‏ قال ‏""‏ ارجع فحج مع امرأتك ‏""‏‏.‏",0
2711,20290,ومعمر ففي حديثهما أكل بنيك وفي حديث الليث وابن عيينة أكل ولدك ورواية الليث عن محمد بن النعمان وحميد بن عبد الرحمن أن بشيرا جاء بالنعمان,0
5894,23646,قال عبد الله كأني أنظر إلى النبي صلى الله عليه وسلم يحكي نبيا من الأنبياء ضربه قومه فأدموه، فهو يمسح الدم عن وجهه ويقول رب اغفر لقومي، فإنهم لا يعلمون‏.‏,0
5604,19803, أبيه، رفعه قال لا تصحب الملائكة رفقة فيها جلجل,0
7115,25633,بعث رسول الله صلى الله عليه وسلم إلى أبي رافع عبد الله بن عتيك وعبد الله بن عتبة في ناس معهم، فانطلقوا حتى دنوا من الحصن، فقال لهم عبد الله بن عتيك امكثوا أنتم حتى أنطلق أنا فأنظر‏.‏ قال فتلطفت أن أدخل الحصن، ففقدوا حمارا لهم قال فخرجوا بقبس يطلبونه قال فخشيت أن أعرف قال فغطيت رأسي كأني أقضي حاجة، ثم نادى صاحب الباب من أراد أن يدخل فليدخل قبل أن أغلقه‏.‏ فدخلت ثم اختبأت في مربط حمار عند باب الحصن، فتعشوا عند أبي رافع وتحدثوا حتى ذهبت ساعة من الليل، ثم رجعوا إلى بيوتهم، فلما هدأت الأصوات ولا أسمع حركة خرجت قال ورأيت صاحب الباب حيث وضع مفتاح الحصن، في كوة فأخذته ففتحت به باب الحصن‏.‏ قال قلت إن نذر بي القوم انطلقت على مهل، ثم عمدت إلى أبواب بيوتهم، فغلقتها عليهم من ظاهر، ثم صعدت إلى أبي رافع في سلم، فإذا البيت مظلم قد طفئ سراجه، فلم أدر أين الرجل، فقلت يا أبا رافع‏.‏ قال من هذا قال فعمدت نحو الصوت فأضربه، وصاح فلم تغن شيئا قال ثم جئت كأني أغيثه فقلت ما لك يا أبا رافع وغيرت صوتي‏.‏ فقال ألا أعجبك لأمك الويل، دخل على رجل فضربني بالسيف‏.‏ قال فعمدت له أيضا فأضربه أخرى فلم تغن شيئا، فصاح وقام أهله، قال ثم جئت وغيرت صوتي كهيئة المغيث، فإذا هو مستلق على ظهره، فأضع السيف في بطنه ثم أنكفئ عليه حتى سمعت صوت العظم، ثم خرجت دهشا حتى أتيت السلم أريد أن أنزل، فأسقط منه فانخلعت رجلي فعصبتها، ثم أتيت أصحابي أحجل فقلت انطلقوا فبشروا رسول الله صلى الله عليه وسلم فإني لا أبرح حتى أسمع الناعية، فلما كان في وجه الصبح صعد الناعية فقال أنعى أبا رافع‏.‏ قال فقمت أمشي ما بي قلبة، فأدركت أصحابي قبل أن يأتوا النبي صلى الله عليه وسلم فبشرته‏.‏,0
19364,3515,أن آخر، سورة أنزلت تامة سورة التوبة وأن آخر آية أنزلت آية الكلالة,0
7089,24255, معاوية، وهو على المنبر بالمدينة وأخرج من كمه قصة من شعر فقال يا أهل المدينة أين علماؤكم سمعت النبي صلى الله عليه وسلم ينهى عن مثل هذه وقال إنما هلكت بنو إسرائيل حين اتخذ نساؤهم مثل هذا,0
9565,15137,زوج النبي صلى الله عليه وسلم أنها كانت إذا مات الميت من أهلها فاجتمع لذلك النساء ثم تفرقن إلا أهلها وخاصتها أمرت ببرمة من تلبينة فطبخت ثم صنع ثريد فصبت التلبينة عليها ثم قالت كلن منها فإني سمعت رسول الله صلى الله عليه وسلم يقول التلبينة مجمة لفؤاد المريض تذهب بعض الحزن,0
20863,1366,كنا نخير بين الناس في زمن النبي صلى الله عليه وسلم فنخير أبا بكر، ثم عمر بن الخطاب، ثم عثمان بن عفان رضى الله عنهم‏.‏,0
20308,3239,أبي أوفى صاحب رسول الله صلى الله عليه وسلم أدخل النبي صلى الله عليه وسلم البيت في عمرته قال لا,0
3053,4699, عائشة، قالت لما ثقل رسول الله صلى الله عليه وسلم جاء بلال يؤذنه بالصلاة فقال مروا أبا بكر فليصل بالناس قالت قلت يا رسول الله إن أبا بكر رجل أسيف وإنه متى يقوم في مقامك لا يسمع الناس فلو أمرت عمر فقال مروا أبا بكر فليصل بالناس فقلت لحفصة قولي له فقالت له فقال إنكن لأنتن صواحبات يوسف مروا أبا بكر فليصل بالناس قالت فأمروا أبا بكر فلما دخل في الصلاة وجد رسول الله صلى الله عليه وسلم من نفسه خفة قالت فقام يهادى بين رجلين ورجلاه تخطان في الأرض فلما دخل المسجد سمع أبو بكر حسه فذهب ليتأخر فأومأ إليه رسول الله صلى الله عليه وسلم أن قم كما أنت قالت فجاء رسول الله صلى الله عليه وسلم حتى قام عن يسار أبي بكر جالسا فكان رسول الله صلى الله عليه وسلم يصلي بالناس جالسا وأبو بكر قائما يقتدي أبو بكر برسول الله صلى الله عليه وسلم والناس يقتدون بصلاة أبي بكر رضى الله عنه,0
217,9273,قال كان رسول الله صلى الله عليه وسلم في غرفة ونحن تحتها نتحدث وساق الحديث بمثله قال شعبة وأحسبه قال تنزل معهم إذا نزلوا وتقيل معهم حيث قالوا قال شعبة وحدثني رجل هذا الحديث عن أبي الطفيل عن أبي سريحة ولم يرفعه قال أحد هذين الرجلين نزول عيسى ابن مريم وقال الآخر ريح تلقيهم في البحر,0
21060,5286, يربوع أن ناسا، من بني ثعلبة أتوا النبي صلى الله عليه وسلم فقال رجل يا رسول الله هؤلاء بنو ثعلبة بن يربوع قتلوا فلانا رجلا من أصحاب النبي صلى الله عليه وسلم فقال النبي صلى الله عليه وسلم لا تجني نفس على أخرى,0
3344,68,أن رسول الله صلى الله عليه وسلم قال الغسل يوم الجمعة على كل محتلم والسواك ويمس من الطيب ما قدر له إلا أن بكيرا لم يذكر عبد الرحمن وقال في الطيب ولو من طيب المرأة,0
2110,23262, أم سلمة، أن رسول الله صلى الله عليه وسلم لما تزوج أم سلمة أقام عندها ثلاثا ثم قال ليس بك على أهلك هوان إن شئت سبعت لك وإن سبعت لك سبعت لنسائي,0
1415,10019,أبي طالب فقال من زعم أن عندنا، شيئا نقرأه إلا كتاب الله وهذه الصحيفة قال وصحيفة معلقة في قراب سيفه فقد كذب فيها أسنان الإبل وأشياء من الجراحات وفيها قال النبي صلى الله تعالى عليه وسلم المدينة حرم ما بين عير إلى ثور فمن أحدث فيها حدثا أو آوى محدثا فعليه لعنة الله والملائكة والناس أجمعين لا يقبل الله منه يوم القيامة صرفا ولا عدلا وذمة المسلمين واحدة يسعى بها أدناهم ومن ادعى إلى غير أبيه أو انتمى إلى غير مواليه فعليه لعنة الله والملائكة والناس أجمعين لا يقبل الله منه يوم القيامة صرفا ولا عدلا وانتهى حديث أبي بكر وزهير عند قوله يسعى بها أدناهم ولم يذكرا ما بعده وليس في حديثهما معلقة في قراب سيفه,0
19744,3509,إنما كان هذا لأن قريشا لما استعصوا على النبي صلى الله عليه وسلم دعا عليهم بسنين كسني يوسف، فأصابهم قحط وجهد حتى أكلوا العظام، فجعل الرجل ينظر إلى السماء فيرى ما بينه وبينها كهيئة الدخان من الجهد، فأنزل الله تعالى ‏{‏فارتقب يوم تأتي السماء بدخان مبين يغشى الناس هذا عذاب أليم‏}‏ قال فأتي رسول الله صلى الله عليه وسلم فقيل يا رسول الله استسق الله لمضر، فإنها قد هلكت‏.‏ قال لمضر إنك لجريء فاستسقى فسقوا‏.‏ فنزلت ‏{‏إنكم عائدون‏}‏ فلما أصابتهم الرفاهية عادوا إلى حالهم حين أصابتهم الرفاهية‏.‏ فأنزل الله عز وجل ‏{‏يوم نبطش البطشة الكبرى إنا منتقمون‏}‏ قال يعني يوم بدر‏.‏,0
12579,22332,قال كنا نخرج زكاة الفطر إذ كان فينا رسول الله صلى الله عليه وسلم صاعا من طعام صاعا من تمر صاعا من شعير صاعا من أقط صاعا من زبيب فلم نزل كذلك حتى قدم علينا معاوية المدينة فكان فيما كلم به الناس أن قال لا أرى مدين من سمراء الشام إلا تعدل صاعا من هذا فأخذ الناس بذلك قال أبو سعيد لا أزال أخرجه كما كنت أخرجه على عهد رسول الله صلى الله عليه وسلم أبدا ما عشت,0
3946,9490,بينما رجل واقف بعرفة إذ وقع عن راحلته فوقصته  أو قال فأوقصته  قال النبي صلى الله عليه وسلم ‏ ‏ اغسلوه بماء وسدر، وكفنوه في ثوبين، ولا تحنطوه ولا تخمروا رأسه، فإنه يبعث يوم القيامة ملبيا ‏‏‏.‏,0
4320,4108,جاءنا رسول الله صلى الله عليه وسلم فأخرجنا له ماء في تور من صفر فتوضأ,0
9755,7037, قال قدمت على رسول الله صلى الله عليه وسلم من سفر فسلمت عليه فلما ذهبت لأخرج قال انتظر الغداء يا أبا أمية قلت إني صائم يا نبي الله قال تعال أخبرك عن المسافر إن الله تعالى وضع عنه الصيام ونصف الصلاة,0
15991,4798, حدثنا ما، سمعت من، رسول الله صلى الله عليه وسلم يقول لا أحدثكم إلا ما كان رسول الله صلى الله عليه وسلم حدثنا به ويأمرنا أن نقول اللهم إني أعوذ بك من العجز والكسل والبخل والجبن والهرم وعذاب القبر اللهم آت نفسي تقواها وزكها أنت خير من زكاها أنت وليها ومولاها اللهم إني أعوذ بك من نفس لا تشبع ومن قلب لا يخشع ومن علم لا ينفع ودعوة لا تستجاب,0
11740,26066,"أنهما، سمعا عمر بن الخطاب، يقول سمعت هشام بن حكيم، يقرأ سورة الفرقان في حياة رسول الله صلى الله عليه وسلم فاستمعت لقراءته، فإذا هو يقرؤها على حروف كثيرة لم يقرئنيها رسول الله صلى الله عليه وسلم كذلك، فكدت أساوره في الصلاة فانتظرته حتى سلم، ثم لببته بردائه أو بردائي فقلت من أقرأك هذه السورة قال أقرأنيها رسول الله صلى الله عليه وسلم قلت له كذبت فوالله إن رسول الله صلى الله عليه وسلم أقرأني هذه السورة التي سمعتك تقرؤها‏.‏ فانطلقت أقوده إلى رسول الله صلى الله عليه وسلم فقلت يا رسول الله إني سمعت هذا يقرأ بسورة الفرقان على حروف لم تقرئنيها، وأنت أقرأتني سورة الفرقان‏.‏ فقال رسول الله صلى الله عليه وسلم ‏""‏ أرسله يا عمر، اقرأ يا هشام ‏""‏‏.‏ فقرأ عليه القراءة التي سمعته يقرؤها‏.‏ قال رسول الله صلى الله عليه وسلم ‏""‏ هكذا أنزلت ‏""‏‏.‏ ثم قال رسول الله صلى الله عليه وسلم ‏""‏ اقرأ يا عمر ‏""‏‏.‏ فقرأت فقال ‏""‏ هكذا أنزلت ‏""‏‏.‏ ثم قال ‏""‏ إن هذا القرآن أنزل على سبعة أحرف فاقرءوا ما تيسر منه ‏""‏‏.‏",0
9705,9590,فشكونا إليه ما نلقى من الحجاج فقال ما من عام إلا الذي بعده شر منه حتى تلقوا ربكم,0
11661,15921,سئل النبي صلى الله عليه وسلم عن التشبه في الصلاة فقال لا ينصرف حتى يسمع صوتا أو يجد ريحا,0
11325,2233,إني لمن النقباء الذين بايعوا رسول الله صلى الله عليه وسلم وقال بايعناه على أن لا نشرك بالله شيئا ولا نزني ولا نسرق ولا نقتل النفس التي حرم الله إلا بالحق ولا ننتهب ولا نعصي فالجنة إن فعلنا ذلك فإن غشينا من ذلك شيئا كان قضاء ذلك إلى الله وقال ابن رمح كان قضاؤه إلى الله,0
9310,21233,سمعت حمران بن أبان، يحدث أبا بردة في هذا المسجد في إمارة بشر أن عثمان بن عفان قال قال رسول الله صلى الله عليه وسلم من أتم الوضوء كما أمره الله تعالى فالصلوات المكتوبات كفارات لما بينهن هذا حديث ابن معاذ وليس في حديث غندر في إمارة بشر ولا ذكر المكتوبات,0
11302,19268,عن النبي صلى الله عليه وسلم قال غدوة أو روحة في سبيل الله خير من الدنيا وما فيها,0
12175,13956, قال رسول الله صلى الله عليه وسلم من اقتنى كلبا نقص من أجره كل يوم قيراطان إلا ضاريا أو صاحب ماشية,0
2907,12393,قال رسول الله صلى الله عليه وسلم إذا أدخل أهل الجنة الجنة وأهل النار النار قيل يا أهل الجنة ثم ذكر بمعنى حديث أبي معاوية غير أنه قال فذلك قوله عز وجل ولم يقل ثم قرأ رسول الله صلى الله عليه وسلم ولم يذكر أيضا وأشار بيده إلى الدنيا,0
17399,21217,كنت أضع لعثمان طهوره فما أتى عليه يوم إلا وهو يفيض عليه نطفة وقال عثمان حدثنا رسول الله صلى الله عليه وسلم عند انصرافنا من صلاتنا هذه قال مسعر أراها العصر فقال ما أدري أحدثكم بشىء أو أسكت فقلنا يا رسول الله إن كان خيرا فحدثنا وإن كان غير ذلك فالله ورسوله أعلم قال ما من مسلم يتطهر فيتم الطهور الذي كتب الله عليه فيصلي هذه الصلوات الخمس إلا كانت كفارات لما بينها,0
18908,1899,قال النبي صلى الله عليه وسلم ‏ ‏ لكل أمة أمين، وأمين هذه الأمة أبو عبيدة ‏‏‏.‏,0
13457,4348,بإسناد شعبة وأبي عوانة أما حديث ابن مهدي فذكر فيه حدا لم يأته وفي حديث وكيع من لطم عبده ولم يذكر الحد‏.‏,0
9075,24939,ابنة وابنة ابن وأخت، لأب وأم فقالا للابنة النصف وما بقي فللأخت وائت ابن مسعود فسيتابعنا فأتى الرجل ابن مسعود فسأله وأخبره بما قالا فقال عبد الله قد ضللت إذا وما أنا من المهتدين ولكني سأقضي بما قضى به رسول الله صلى الله عليه وسلم للابنة النصف ولابنة الابن السدس تكملة الثلثين وما بقي فللأخت,0
16033,24662, أبي بردة، قال قال لي أبي يا بنى لو رأيتنا ونحن مع نبينا صلى الله عليه وسلم وقد أصابتنا السماء حسبت أن ريحنا ريح الضأن,0
3506,14201,شهدت رسول الله صلى الله عليه وسلم صلى يوم أضحى ثم خطب فقال من كان ذبح قبل أن يصلي فليعد مكانها ومن لم يكن ذبح فليذبح باسم الله,0
1767,15552,زوج النبي صلى الله عليه وسلم بسرف فقال ابن عباس هذه زوج النبي صلى الله عليه وسلم فإذا رفعتم نعشها فلا تزعزعوا ولا تزلزلوا وارفقوا فإنه كان عند رسول الله صلى الله عليه وسلم تسع فكان يقسم لثمان ولا يقسم لواحدة قال عطاء التي لا يقسم لها صفية بنت حيى بن أخطب,0
4380,23151,كان النبي صلى الله عليه وسلم يقرأ في الركعتين الأوليين من صلاة الظهر بفاتحة الكتاب وسورتين، يطول في الأولى، ويقصر في الثانية، ويسمع الآية أحيانا، وكان يقرأ في العصر بفاتحة الكتاب وسورتين، وكان يطول في الأولى، وكان يطول في الركعة الأولى من صلاة الصبح، ويقصر في الثانية‏.‏,0
1143,11866,قال ما أنت بمحدث قوما حديثا لا تبلغه عقولهم إلا كان لبعضهم فتنة,0
12859,17107,أن النبي صلى الله عليه وسلم قال إذا أم أحدكم الناس فليخفف فإن فيهم الصغير والكبير والضعيف والمريض فإذا صلى وحده فليصل كيف شاء,0
11948,21988,قال مات إنسان كان رسول الله صلى الله عليه وسلم يعوده فمات بالليل فدفنوه ليلا، فلما أصبح أخبروه فقال ‏ ‏ ما منعكم أن تعلموني ‏‏‏.‏ قالوا كان الليل فكرهنا  و كانت ظلمة  أن نشق عليك‏.‏ فأتى قبره فصلى عليه‏.‏,0
14798,4898, مولى، للنبي صلى الله عليه وسلم مات وترك شيئا ولم يدع ولدا ولا حميما فقال النبي صلى الله عليه وسلم أعطوا ميراثه رجلا من أهل قريته قال أبو داود وحديث سفيان أتم وقال مسدد قال فقال النبي صلى الله عليه وسلم ها هنا أحد من أهل أرضه قالوا نعم قال فأعطوه ميراثه,0
8820,5551,كان رسول الله صلى الله عليه وسلم يصلي العصر والشمس مرتفعة حية، فيذهب الذاهب إلى العوالي فيأتيهم والشمس مرتفعة، وبعض العوالي من المدينة على أربعة أميال أو نحوه‏.‏,0
10705,4028,أن النبي صلى الله عليه وسلم قال نضر الله امرأ سمع منا حديثا فبلغه فرب مبلغ أحفظ من سامع,0
14324,8649,قال رسول الله صلى الله عليه وسلم من يراء يراء الله به ومن يسمع يسمع الله به,0
7602,26010,عن النبي صلى الله عليه وسلم أنه كان يقول قد كان يكون في الأمم قبلكم محدثون فإن يكن في أمتي منهم أحد فإن عمر بن الخطاب منهم قال ابن وهب تفسير محدثون ملهمون,0
6292,4924, قال قلت يا رسول الله أرمي الصيد فأطلب أثره بعد ليلة قال إذا وجدت فيه سهمك ولم يأكل منه سبع فكل,0
185,13379,فلما اغتسل أخذه فالتحف به ثم قام فصلى ثمان سجدات وذلك ضحى,0
4775,2010,قال لقد رأيتني يوم الشجرة والنبي صلى الله عليه وسلم يبايع الناس وأنا رافع غصنا من أغصانها عن رأسه ونحن أربع عشرة مائة قال لم نبايعه على الموت ولكن بايعناه على أن لا نفر,0
1113,11271, إن شاء الله تعالى أن النبي صلى الله عليه وسلم يوم أحد أخذ درعين كأنه ظاهر بينهما,0
12733,26150, العيد مع عمر فبدأ بالصلاة قبل الخطبة ثم قال إن رسول الله صلى الله عليه وسلم نهى عن صيام هذين اليومين أما يوم الأضحى فتأكلون من لحم نسككم وأما يوم الفطر ففطركم من صيامكم,0
8431,24004,كان النبي صلى الله عليه وسلم يعلمنا هؤلاء الكلمات كما تعلم الكتابة ‏ ‏ اللهم إني أعوذ بك من البخل، وأعوذ بك من الجبن، وأعوذ بك من أن نرد إلى أرذل العمر، وأعوذ بك من فتنة الدنيا، وعذاب القبر ‏‏‏.‏,0
1137,8951,هريرة، يخبرهم ذاك عن النبي صلى الله عليه وسلم قال إذا كفى أحدكم خادمه طعامه حره ودخانه فليأخذ بيده فليقعده معه فإن أبى فليأخذ لقمة فليطعمها إياه,0
9420,19478,سمعت رسول الله صلى الله عليه وسلم يقول لا قطع في ثمر ولا كثر,0
19023,14294, هريرة، يقول نهى رسول الله صلى الله عليه وسلم عن كسب الحجام وعن ثمن الكلب وعن عسب الفحل,0
10239,3783,قال كنا مع النبي صلى الله عليه وسلم فبعثني في حاجة فرجعت وهو يصلي على راحلته ووجهه على غير القبلة فسلمت عليه فلم يرد على فلما انصرف قال إنه لم يمنعني أن أرد عليك إلا أني كنت أصلي,0
13435,11684,رسول الله صلى الله عليه وسلم يقول ‏ ‏ إنما الناس كالإبل المائة لا تكاد تجد فيها راحلة ‏‏‏.‏,0
7018,17041,قال رسول الله صلى الله عليه وسلم إن أعظم المسلمين في المسلمين جرما من سأل عن شىء لم يحرم على المسلمين فحرم عليهم من أجل مسألته,0
9464,25610, أخبرني مكحول، أن شيخا، من الحى قال عثمان في حديثه مصدق أخبره أن ثوبان مولى رسول الله صلى الله عليه وسلم أخبره أن النبي صلى الله عليه وسلم قال أفطر الحاجم والمحجوم,0
7977,16814, قال اختلف أهل الكوفة في هذه الآية ومن يقتل مؤمنا متعمدا فرحلت إلى ابن عباس فسألته فقال لقد أنزلت في آخر ما أنزل ثم ما نسخها شىء,0
5856,12270,إذا حدثتكم عن رسول الله صلى الله عليه وسلم فلأن أخر من السماء أحب إلى من أن أقول عليه ما لم يقل وإذا حدثتكم فيما بيني وبينكم فإن الحرب خدعة سمعت رسول الله صلى الله عليه وسلم يقول سيخرج في آخر الزمان قوم أحداث الأسنان سفهاء الأحلام يقولون من خير قول البرية يقرءون القرآن لا يجاوز حناجرهم يمرقون من الدين كما يمرق السهم من الرمية فإذا لقيتموهم فاقتلوهم فإن في قتلهم أجرا لمن قتلهم عند الله يوم القيامة,0
20323,23360,بن جبل أخبره قال خرجنا مع رسول الله صلى الله عليه وسلم عام غزوة تبوك فكان يجمع الصلاة فصلى الظهر والعصر جميعا والمغرب والعشاء جميعا حتى إذا كان يوما أخر الصلاة ثم خرج فصلى الظهر والعصر جميعا ثم دخل ثم خرج بعد ذلك فصلى المغرب والعشاء جميعا ثم قال إنكم ستأتون غدا إن شاء الله عين تبوك وإنكم لن تأتوها حتى يضحي النهار فمن جاءها منكم فلا يمس من مائها شيئا حتى آتي فجئناها وقد سبقنا إليها رجلان والعين مثل الشراك تبض بشىء من ماء قال فسألهما رسول الله صلى الله عليه وسلم هل مسستما من مائها شيئا قالا نعم فسبهما النبي صلى الله عليه وسلم وقال لهما ما شاء الله أن يقول قال ثم غرفوا بأيديهم من العين قليلا قليلا حتى اجتمع في شىء قال وغسل رسول الله صلى الله عليه وسلم فيه يديه ووجهه ثم أعاده فيها فجرت العين بماء منهمر أو قال غزير شك أبو علي أيهما قال حتى استقى الناس ثم قال يوشك يا معاذ إن طالت بك حياة أن ترى ما ها هنا قد ملئ جنانا,0
18125,15516, أنس، أن رسول الله صلى الله عليه وسلم قال من احتسب ثلاثة من صلبه دخل الجنة فقامت امرأة فقالت أو اثنان قال أو اثنان قالت المرأة يا ليتني قلت واحدا,0
17871,24009,قال رسول الله صلى الله عليه وسلم رأيت في المنام كأن في يدى سوارين من ذهب فهمني شأنهما فأوحي إلى أن أنفخهما فنفختهما فطارا فأولتهما كاذبين يخرجان من بعدي يقال لأحدهما مسيلمة صاحب اليمامة والعنسي صاحب صنعاء,0
8838,16645, أن النبي صلى الله عليه وسلم قال الوتر ركعة من آخر الليل,0
2859,40,دخلت مع أبي هريرة في دار مروان فرأى فيها تصاوير فقال سمعت رسول الله صلى الله عليه وسلم يقول قال الله عز وجل ومن أظلم ممن ذهب يخلق خلقا كخلقي فليخلقوا ذرة أو ليخلقوا حبة أو ليخلقوا شعيرة وحدثنيه زهير بن حرب، حدثنا جرير، عن عمارة، عن أبي زرعة، قال دخلت أنا وأبو هريرة دارا تبنى بالمدينة لسعيد أو لمروان قال فرأى مصورا يصور في الدار فقال قال رسول الله صلى الله عليه وسلم بمثله ولم يذكر أو ليخلقوا شعيرة,0
2257,15234,النبي صلى الله عليه وسلم ‏ ‏ إذا استأذنت امرأة أحدكم إلى المسجد فلا يمنعها ‏‏‏.‏,0
2999,9146,جعفر، جميعا عن شعبة، ح وحدثنا عبيد الله، بن معاذ العنبري واللفظ له حدثنا أبي، حدثنا شعبة، عن عمرو بن مرة، عن مرة، عن أبي موسى، قال قال رسول الله صلى الله عليه وسلم كمل من الرجال كثير ولم يكمل من النساء غير مريم بنت عمران وآسية امرأة فرعون وإن فضل عائشة على النساء كفضل الثريد على سائر الطعام,0
17001,4867,أن النبي صلى الله عليه وسلم قال التفل في المسجد خطيئة وكفارته أن تواريه,0
5836,5368,فما سمعته يحدث، عن رسول الله صلى الله عليه وسلم إلا حديثا واحدا قال كنا عند النبي صلى الله عليه وسلم فأتي بجمار فذكر بنحو حديثهما,0
7458,623,بهذا الإسناد وقال أفأحله فأغسله من الجنابة ‏.‏ ولم يذكر الحيضة ‏.‏,0
451,14400,قريب من المسجد فاغتسل ثم دخل المسجد فقال أشهد أن لا إله إلا الله وحده لا شريك له وأن محمدا عبده ورسوله يا محمد والله ما كان على الأرض وجه أبغض إلى من وجهك فقد أصبح وجهك أحب الوجوه كلها إلى وإن خيلك أخذتني وأنا أريد العمرة فماذا ترى فبشره رسول الله صلى الله عليه وسلم وأمره أن يعتمر مختصر,0
