,Unnamed: 0,Matan,Degree
2355,18657,أبي ربيعة بطلاقي وأرسل معه بخمسة آصع تمر وخمسة آصع شعير فقلت أما لي نفقة إلا هذا ولا أعتد في منزلكم قال لا قالت فشددت على ثيابي وأتيت رسول الله صلى الله عليه وسلم فقال كم طلقك قلت ثلاثا قال صدق ليس لك نفقة اعتدي في بيت ابن عمك ابن أم مكتوم فإنه ضرير البصر تلقي ثوبك عنده فإذا انقضت عدتك فآذنيني قالت فخطبني خطاب منهم معاوية وأبو الجهم فقال النبي صلى الله عليه وسلم إن معاوية ترب خفيف الحال وأبو الجهم منه شدة على النساء أو يضرب النساء أو نحو هذا ولكن عليك بأسامة بن زيد,0
147,3259,أنه كان يقول إن ناسا يقولون إذا قعدت على حاجتك، فلا تستقبل القبلة ولا بيت المقدس‏.‏ فقال عبد الله بن عمر لقد ارتقيت يوما على ظهر بيت لنا، فرأيت رسول الله صلى الله عليه وسلم على لبنتين مستقبلا بيت المقدس لحاجته‏.‏ وقال لعلك من الذين يصلون على أوراكهم، فقلت لا أدري والله‏.‏قال مالك يعني الذي يصلي ولا يرتفع عن الأرض، يسجد وهو لاصق بالأرض‏.‏,0
1859,3562,قلت للنبي صلى الله عليه وسلم وأنا في الغار لو أن أحدهم نظر تحت قدميه لأبصرنا‏.‏ فقال ‏ ‏ ما ظنك يا أبا بكر باثنين الله ثالثهما ‏‏‏.‏,0
850,25488, بن شوال، عن أم حبيبة، قالت كنا نغلس على عهد رسول الله صلى الله عليه وسلم من المزدلفة إلى منى,0
2634,3554, زوج النبي صلى الله عليه وسلم أخبرته أن رسول الله صلى الله عليه وسلم كان يرغب الناس في قيام رمضان من غير أن يأمرهم بعزيمة أمر فيه فيقول من قام رمضان إيمانا واحتسابا غفر له ما تقدم من ذنبه,0
1672,20216,لما كان زمن الحرة أتاه آت فقال له إن ابن حنظلة يبايع الناس على الموت‏.‏ فقال لا أبايع على هذا أحدا بعد رسول الله صلى الله عليه وسلم‏.‏,0
1341,9374,أن رسول الله صلى الله عليه وسلم ذهب إلى بني عمرو بن عوف ليصلح بينهم فحانت الصلاة فجاء المؤذن إلى أبي بكر فقال أتصلي بالناس فأقيم قال نعم قال فصلى أبو بكر فجاء رسول الله صلى الله عليه وسلم والناس في الصلاة فتخلص حتى وقف في الصف فصفق الناس وكان أبو بكر لا يلتفت في الصلاة فلما أكثر الناس التصفيق التفت فرأى رسول الله صلى الله عليه وسلم فأشار إليه رسول الله صلى الله عليه وسلم أن امكث مكانك فرفع أبو بكر يديه فحمد الله عز وجل على ما أمره به رسول الله صلى الله عليه وسلم من ذلك ثم استأخر أبو بكر حتى استوى في الصف وتقدم النبي صلى الله عليه وسلم فصلى ثم انصرف فقال يا أبا بكر ما منعك أن تثبت إذ أمرتك قال أبو بكر ما كان لابن أبي قحافة أن يصلي بين يدى رسول الله صلى الله عليه وسلم فقال رسول الله صلى الله عليه وسلم ما لي رأيتكم أكثرتم التصفيق من نابه شىء في صلاته فليسبح فإنه إذا سبح التفت إليه وإنما التصفيح للنساء,0
1056,1016,والذي ذهب به ما تركهما حتى لقي الله، وما لقي الله تعالى حتى ثقل عن الصلاة، وكان يصلي كثيرا من صلاته قاعدا  تعني الركعتين بعد العصر  وكان النبي صلى الله عليه وسلم يصليهما، ولا يصليهما في المسجد مخافة أن يثقل على أمته، وكان يحب ما يخفف عنهم‏.‏,0
2562,11291,عن النبي صلى الله عليه وسلم أن امرأة بغيا رأت كلبا في يوم حار يطيف ببئر قد أدلع لسانه من العطش فنزعت له بموقها فغفر لها,0
1304,5523, أن رسول الله صلى الله عليه وسلم كان يخرج يوم العيد فيصلي ركعتين ثم يخطب فيأمر بالصدقة فيكون أكثر من يتصدق النساء فإن كانت له حاجة أو أراد أن يبعث بعثا تكلم وإلا رجع,0
510,21477,قال ما سأل أحد النبي صلى الله عليه وسلم عن الدجال أكثر مما سألت قال وما ينصبك منه إنه لا يضرك قال قلت يا رسول الله إنهم يقولون إن معه الطعام والأنهار قال هو أهون على الله من ذلك,0
22,23980, أم سلمة، قالت ما مات رسول الله صلى الله عليه وسلم حتى كان أكثر صلاته قاعدا إلا الفريضة وكان أحب العمل إليه أدومه وإن قل,0
2534,25089,لم تقطع يد سارق على عهد النبي صلى الله عليه وسلم في أدنى من ثمن المجن، ترس أو حجفة، وكان كل واحد منهما ذا ثمن‏.‏,0
828,15965,تزوج النبي صلى الله عليه وسلم أميمة بنت شراحيل، فلما أدخلت عليه بسط يده إليها فكأنها كرهت ذلك فأمر أبا أسيد أن يجهزها ويكسوها ثوبين رازقيين‏.‏,0
526,8583,شكي إلى النبي صلى الله عليه وسلم الرجل يجد في الصلاة شيئا، أيقطع الصلاة قال ‏ ‏ لا، حتى يسمع صوتا أو يجد ريحا ‏‏‏.‏ وقال ابن أبي حفصة عن الزهري لا وضوء إلا فيما وجدت الريح أو سمعت الصوت‏.‏,0
1194,8938,أنسا، يقول جمع القرآن على عهد رسول الله صلى الله عليه وسلم أربعة كلهم من الأنصار معاذ بن جبل وأبى بن كعب وزيد بن ثابت وأبو زيد قال قتادة قلت لأنس من أبو زيد قال أحد عمومتي,0
2258,20366, أصيب رجل في عهد رسول الله صلى الله عليه وسلم في ثمار ابتاعها فكثر دينه فقال رسول الله صلى الله عليه وسلم تصدقوا عليه فتصدق الناس عليه فلم يبلغ ذلك وفاء دينه فقال رسول الله صلى الله عليه وسلم خذوا ما وجدتم وليس لكم إلا ذلك,0
1076,7251,أنه كان عند جابر بن عبد الله هو وأبوه، وعنده قوم فسألوه عن الغسل،‏.‏ فقال يكفيك صاع‏.‏ فقال رجل ما يكفيني‏.‏ فقال جابر كان يكفي من هو أوفى منك شعرا، وخير منك، ثم أمنا في ثوب‏.‏,0
1989,5225,قال دخل النبي صلى الله عليه وسلم على يعودني فذكر بمعنى حديث الزهري ولم يذكر قول النبي صلى الله عليه وسلم في سعد ابن خولة غير أنه قال وكان يكره أن يموت بالأرض التي هاجر منها,0
215,4031,عن رسول الله صلى الله عليه وسلم أنه قال لأعرابي جاءه فقال إني حلمت أن رأسي قطع فأنا أتبعه فزجره النبي صلى الله عليه وسلم وقال لا تخبر بتلعب الشيطان بك في المنام,0
626,7109,عمرو وقد عقد له النبي صلى الله عليه وسلم لواء فقلت له أين تريد فقال بعثني رسول الله صلى الله عليه وسلم إلى رجل تزوج امرأة أبيه من بعده فأمرني أن أضرب عنقه,0
2095,8117,"النبي صلى الله عليه وسلم قال ‏""‏ لا تقوم الساعة حتى تأخذ أمتي بأخذ القرون قبلها، شبرا بشبر وذراعا بذراع ‏""‏‏.‏ فقيل يا رسول الله كفارس والروم‏.‏ فقال ‏""‏ ومن الناس إلا أولئك ‏""‏‏.‏",0
1398,862,قال ذكر رسول الله صلى الله عليه وسلم الهلال فقال إذا رأيتموه فصوموا وإذا رأيتموه فأفطروا فإن أغمي عليكم فعدوا ثلاثين,0
1688,13501,يستذكره كيف أخبرتني عن لحم صيد أهدي إلى رسول الله صلى الله عليه وسلم وهو حرام قال قال أهدي له عضو من لحم صيد فرده فقال إنا لا نأكله إنا حرم,0
716,24139,أن رجلا، أتى النبي صلى الله عليه وسلم يستطعمه فأطعمه شطر وسق شعير فما زال الرجل يأكل منه وامرأته وضيفهما حتى كاله فأتى النبي صلى الله عليه وسلم فقال لو لم تكله لأكلتم منه ولقام لكم,0
2282,15498, بردة الأنصاري، يقول سمعت رسول الله صلى الله عليه وسلم يقول فذكر معناه,0
2439,11450,قال النبي صلى الله عليه وسلم ‏ ‏ يجيء الدجال حتى ينزل في ناحية المدينة، ثم ترجف المدينة ثلاث رجفات، فيخرج إليه كل كافر ومنافق ‏‏‏.‏,0
1432,19639,سمعت رسول الله صلى الله عليه وسلم يقول ‏ ‏ الحلال بين والحرام بين، وبينهما مشبهات لا يعلمها كثير من الناس، فمن اتقى المشبهات استبرأ لدينه وعرضه، ومن وقع في الشبهات كراع يرعى حول الحمى، يوشك أن يواقعه‏.‏ ألا وإن لكل ملك حمى، ألا إن حمى الله في أرضه محارمه، ألا وإن في الجسد مضغة إذا صلحت صلح الجسد كله، وإذا فسدت فسد الجسد كله‏.‏ ألا وهي القلب ‏,0
665,8943,هريرة، أن النبي صلى الله عليه وسلم قرأ في الركعتين قبل الفجر ‏{قل يا أيها الكافرون‏}‏ و ‏{قل هو الله أحد‏}‏,0
2602,18447,هل سمعت في الرجل يجمع لأهله قوت سنتهم أو بعض السنة قال معمر فلم يحضرني، ثم ذكرت حديثا حدثناه ابن شهاب الزهري عن مالك بن أوس عن عمر  رضى الله عنه  أن النبي صلى الله عليه وسلم كان يبيع نخل بني النضير، ويحبس لأهله قوت سنتهم‏.‏,0
2275,4220,النبي صلى الله عليه وسلم يقول ‏ ‏ بينا أنا نائم رأيتني على قليب عليها دلو، فنزعت منها ما شاء الله، ثم أخذها ابن أبي قحافة، فنزع بها ذنوبا أو ذنوبين، وفي نزعه ضعف، والله يغفر له ضعفه، ثم استحالت غربا، فأخذها ابن الخطاب، فلم أر عبقريا من الناس ينزع نزع عمر، حتى ضرب الناس بعطن ‏‏‏.‏,0
275,6587,مولى رسول الله صلى الله عليه وسلم عن رسول الله صلى الله عليه وسلم قال من عاد مريضا لم يزل في خرفة الجنة قيل يا رسول الله وما خرفة الجنة قال جناها,0
2250,4097, الله، قال بينا النبي صلى الله عليه وسلم يخطب يوم الجمعة إذ جاء رجل فقال له النبي صلى الله عليه وسلم صليت قال لا قال قم فاركع,0
1503,17358,هريرة يقول قال رسول الله صلى الله عليه وسلم يستجاب لأحدكم ما لم يعجل فيقول قد دعوت ربي فلم يستجب لي,0
2359,15185, قال رسول الله صلى الله عليه وسلم لا يدخل الجنة قتات,0
1534,22869,بإسناده قال فجاءت جاريتان من بني عبد المطلب اقتتلتا فأخذهما قال عثمان ففرع بينهما وقال داود فنزع إحداهما من الأخرى فما بالى ذلك,0
1630,5545,مالك من جمع القرآن على عهد رسول الله صلى الله عليه وسلم قال أربعة كلهم من الأنصار أبى بن كعب ومعاذ بن جبل وزيد بن ثابت ورجل من الأنصار يكنى أبا زيد,0
858,2219,بن الحصين، قال سلم رسول الله صلى الله عليه وسلم في ثلاث ركعات من العصر ثم قام فدخل الحجرة فقام رجل بسيط اليدين فقال أقصرت الصلاة يا رسول الله فخرج مغضبا فصلى الركعة التي كان ترك ثم سلم ثم سجد سجدتى السهو ثم سلم,0
38,25584,النبي صلى الله عليه وسلم قال من قرأ بالآيتين‏.‏ ‏.‏‏.‏ ‏.‏,0
2481,17340,قال رسول الله صلى الله عليه وسلم ‏ ‏ إن الله قال من عادى لي وليا فقد آذنته بالحرب، وما تقرب إلى عبدي بشىء أحب إلى مما افترضت عليه، وما يزال عبدي يتقرب إلى بالنوافل حتى أحبه، فإذا أحببته كنت سمعه الذي يسمع به، وبصره الذي يبصر به، ويده التي يبطش بها ورجله التي يمشي بها، وإن سألني لأعطينه، ولئن استعاذني لأعيذنه، وما ترددت عن شىء أنا فاعله ترددي عن نفس المؤمن، يكره الموت وأنا أكره مساءته ‏‏‏.‏,0
2154,19154,النبي صلى الله عليه وسلم أن امرأة كانت تهراق الدماء على عهد رسول الله صلى الله عليه وسلم فاستفتت لها أم سلمة رسول الله صلى الله عليه وسلم فقال لتنظر عدة الليالي والأيام التي كانت تحيضهن من الشهر قبل أن يصيبها الذي أصابها فلتترك الصلاة قدر ذلك من الشهر فإذا خلفت ذلك فلتغتسل ثم لتستثفر بثوب ثم لتصل فيه,0
1747,15750,قال رجل من الأنصار إني لا أستطيع الصلاة معك‏.‏ وكان رجلا ضخما، فصنع للنبي صلى الله عليه وسلم طعاما فدعاه إلى منزله، فبسط له حصيرا ونضح طرف الحصير، صلى عليه ركعتين‏.‏ فقال رجل من آل الجارود لأنس أكان النبي صلى الله عليه وسلم يصلي الضحى قال ما رأيته صلاها إلا يومئذ‏.‏,0
1128,18390,النبي صلى الله عليه وسلم يقول ‏ ‏ الأعمال بالنية، فمن كانت هجرته إلى دنيا يصيبها أو امرأة يتزوجها، فهجرته إلى ما هاجر إليه، ومن كانت هجرته إلى الله ورسوله، فهجرته إلى الله ورسوله صلى الله عليه وسلم ‏‏‏.‏,0
1248,4404,نهى النبي صلى الله عليه وسلم أن يلبس المحرم ثوبا مصبوغا بورس أو بزعفران‏.‏,0
1654,14903, عن النبي صلى الله عليه وسلم أنه قال ثلاثة لا يكلمهم الله ولا ينظر إليهم يوم القيامة ولا يزكيهم ولهم عذاب أليم قلت من هم يا رسول الله قد خابوا وخسروا أعادها ثلاثا قلت من هم يا رسول الله خابوا وخسروا فقال المسبل والمنان والمنفق سلعته بالحلف الكاذب أو الفاجر,0
778,13282,بهذا الإسناد نحو حديث شعبة وفي حديثهم جميعا ثلاثة أحوال إلا حماد بن سلمة فإن في حديثه عامين أو ثلاثة وفي حديث سفيان وزيد بن أبي أنيسة وحماد بن سلمة فإن جاء أحد يخبرك بعددها ووعائها ووكائها فأعطها إياه وزاد سفيان في رواية وكيع وإلا فهي كسبيل مالك وفي رواية ابن نمير وإلا فاستمتع بها,0
1741,20751,عن النبي صلى الله عليه وسلم أن رجلا مات فقيل له ما عملت فإما ذكر أو ذكر قال إني كنت أتجوز في السكة والنقد وأنظر المعسر فغفر الله له,0
182,9536,قالت كنت أطيب رسول الله صلى الله عليه وسلم بأطيب ما أقدر عليه قبل أن يحرم ثم يحرم,0
228,17942,قال النبي صلى الله عليه وسلم لا تجلسوا على القبور ولا تصلوا إليها,0
2183,10393, عجبت ممن يتقدم الشهر وقد قال رسول الله صلى الله عليه وسلم إذا رأيتم الهلال فصوموا وإذا رأيتموه فأفطروا فإن غم عليكم فأكملوا العدة ثلاثين,0
1099,11735, الحنظلية، أنهم ساروا مع رسول الله صلى الله عليه وسلم يوم حنين فأطنبوا السير حتى كانت عشية، فحضرت الصلاة عند رسول الله صلى الله عليه وسلم فجاء رجل فارس فقال يا رسول الله إني انطلقت بين أيديكم حتى طلعت جبل كذا وكذا فإذا أنا بهوازن على بكرة آبائهم بظعنهم ونعمهم وشائهم اجتمعوا إلى حنين فتبسم رسول الله صلى الله عليه وسلم وقال تلك غنيمة المسلمين غدا إن شاء الله ثم قال من يحرسنا الليلة قال أنس بن أبي مرثد الغنوي أنا يا رسول الله قال فاركب فركب فرسا له فجاء إلى رسول الله صلى الله عليه وسلم فقال له رسول الله صلى الله عليه وسلم استقبل هذا الشعب حتى تكون في أعلاه ولا نغرن من قبلك الليلة فلما أصبحنا خرج رسول الله صلى الله عليه وسلم إلى مصلاه فركع ركعتين ثم قال هل أحسستم فارسكم قالوا يا رسول الله ما أحسسناه فثوب بالصلاة فجعل رسول الله صلى الله عليه وسلم يصلي وهو يلتفت إلى الشعب حتى إذا قضى صلاته وسلم قال أبشروا فقد جاءكم فارسكم فجعلنا ننظر إلى خلال الشجر في الشعب فإذا هو قد جاء حتى وقف على رسول الله صلى الله عليه وسلم فسلم فقال إني انطلقت حتى كنت في أعلى هذا الشعب حيث أمرني رسول الله صلى الله عليه وسلم فلما أصبحت اطلعت الشعبين كليهما فنظرت فلم أر أحدا فقال له رسول الله صلى الله عليه وسلم هل نزلت الليلة قال لا إلا مصليا أو قاضيا حاجة فقال له رسول الله صلى الله عليه وسلم قد أوجبت فلا عليك أن لا تعمل بعدها,0
2554,3902, قال رسول الله صلى الله عليه وسلم من ابتاع طعاما فلا يبيعه حتى يقبضه قال ابن عباس فأحسب أن كل شىء بمنزلة الطعام,0
905,20455, قال رسول الله صلى الله عليه وسلم إن أبر البر صلة المرء أهل ود أبيه بعد أن يولي,0
506,21160,يعني صلاة الصبح فجعل رسول الله صلى الله عليه وسلم يصلي وهو يلتفت إلى الشعب قال أبو داود وكان أرسل فارسا إلى الشعب من الليل يحرس,0
1408,17848,"نهى رسول الله صلى الله عليه وسلم عن الوصال في الصوم فقال له رجل من المسلمين إنك تواصل يا رسول الله قال ‏""‏ وأيكم مثلي إني أبيت يطعمني ربي ويسقين ‏""‏‏.‏ فلما أبوا أن ينتهوا عن الوصال واصل بهم يوما ثم يوما، ثم رأوا الهلال، فقال ‏""‏ لو تأخر لزدتكم ‏""‏‏.‏ كالتنكيل لهم، حين أبوا أن ينتهوا‏.‏",0
1122,16833, شعبة كتب به إلى وقرأته عليه وسمعته منه يحدث ولكني حفظته قال ابن بشار في حديثه حفظي من الكتاب أن النبي صلى الله عليه وسلم كان مصاف العدو بعسفان وعلى المشركين خالد بن الوليد فصلى بهم النبي صلى الله عليه وسلم الظهر قال المشركون إن لهم صلاة بعد هذه هي أحب إليهم من أموالهم وأبنائهم فصلى بهم رسول الله صلى الله عليه وسلم العصر فصفهم صفين خلفه فركع بهم رسول الله صلى الله عليه وسلم جميعا فلما رفعوا رءوسهم سجد بالصف الذي يليه وقام الآخرون فلما رفعوا رءوسهم من السجود سجد الصف المؤخر بركوعهم مع رسول الله صلى الله عليه وسلم ثم تأخر الصف المقدم وتقدم الصف المؤخر فقام كل واحد منهم في مقام صاحبه ثم ركع بهم رسول الله صلى الله عليه وسلم جميعا فلما رفعوا رءوسهم من الركوع سجد الصف الذي يليه وقام الآخرون فلما فرغوا من سجودهم سجد الآخرون ثم سلم النبي صلى الله عليه وسلم عليهم,0
2582,20720, أن رسول الله صلى الله عليه وسلم قال ألا تبايعوني على ما بايع عليه النساء أن لا تشركوا بالله شيئا ولا تسرقوا ولا تزنوا ولا تقتلوا أولادكم ولا تأتوا ببهتان تفترونه بين أيديكم وأرجلكم ولا تعصوني في معروف قلنا بلى يا رسول الله فبايعناه على ذلك فقال رسول الله صلى الله عليه وسلم فمن أصاب بعد ذلك شيئا فنالته عقوبة فهو كفارة ومن لم تنله عقوبة فأمره إلى الله إن شاء غفر له وإن شاء عاقبه,0
378,21155,قال النبي صلى الله عليه وسلم ‏ ‏ كل  يعني  ما أنهر الدم إلا السن والظفر ‏‏‏.‏,0
973,22006,أن رسول الله صلى الله عليه وسلم دخل على أم حرام فأتوه بسمن وتمر فقال ردوا هذا في وعائه وهذا في سقائه فإني صائم ثم قام فصلى بنا ركعتين تطوعا فقامت أم سليم وأم حرام خلفنا قال ثابت ولا أعلمه إلا قال أقامني عن يمينه على بساط,0
1187,10817,أن رجلا، اطلع على رسول الله صلى الله عليه وسلم من جحر في حجرة النبي صلى الله عليه وسلم ومع النبي صلى الله عليه وسلم مدراة يحك بها رأسه فقال النبي صلى الله عليه وسلم لو علمت أنك تنظر لطعنت بها في عينك إنما جعل الاستئذان من أجل البصر,0
874,9135, عائشة، أن رسول الله صلى الله عليه وسلم قرأ في صلاة المغرب بسورة الأعراف فرقها في ركعتين,0
2493,22186,لم أكن ليلة الجن مع رسول الله صلى الله عليه وسلم ووددت أني كنت معه,0
844,4973, قال رسول الله صلى الله عليه وسلم لا تحلفوا بآبائكم ولا بأمهاتكم ولا بالأنداد ولا تحلفوا إلا بالله ولا تحلفوا إلا وأنتم صادقون,0
2461,18370, رأيت الناس يضربون على عهد رسول الله صلى الله عليه وسلم إذا اشتروا الطعام جزافا أن يبيعوه حتى يئووه إلى رحالهم,0
425,26039,قال كان من دعاء رسول الله صلى الله عليه وسلم اللهم إني أعوذ بك من زوال نعمتك وتحول عافيتك وفجاءة نقمتك وجميع سخطك,0
545,14000, أبي قتادة، أن أباه، أخبره أنه، غزا مع رسول الله صلى الله عليه وسلم غزوة الحديبية قال فأهلوا بعمرة غيري فاصطدت حمار وحش فأطعمت أصحابي منه وهم محرمون ثم أتيت رسول الله صلى الله عليه وسلم فأنبأته أن عندنا من لحمه فاضلة فقال كلوه وهم محرمون,0
1300,21650,بنا رسول الله صلى الله عليه وسلم فقرأ ق والقرآن المجيد‏}‏ حتى قرأ والنخل باسقات‏}‏ قال فجعلت أرددها ولا أدري ما قال,0
2276,7669,أنها قالت يا رسول الله أنس خادمك ادع الله له قال ‏ ‏ اللهم أكثر ماله وولده، وبارك له فيما أعطيته ‏‏‏.‏,0
73,26002,بمثله غير أنه قال فلما سلم قمت في مقامي ولم يذكر الإمام,0
1507,14984, يقول لم يكن رسول الله صلى الله عليه وسلم يدع هؤلاء الدعوات حين يمسي وحين يصبح اللهم إني أسألك العافية في الدنيا والآخرة اللهم إني أسألك العفو والعافية في ديني ودنياى وأهلي ومالي اللهم استر عورتي وقال عثمان عوراتي وآمن روعاتي اللهم احفظني من بين يدى ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي قال أبو داود قال وكيع يعني الخسف,0
1272,25120,كساني النبي صلى الله عليه وسلم حلة سيراء، فخرجت فيها، فرأيت الغضب في وجهه، فشققتها بين نسائي‏.‏,0
2234,12698,النبي صلى الله عليه وسلم قال ‏ ‏ إن الدين يسر، ولن يشاد الدين أحد إلا غلبه، فسددوا وقاربوا وأبشروا، واستعينوا بالغدوة والروحة وشىء من الدلجة ‏,0
1648,6542,رأيت رسول الله صلى الله عليه وسلم وما على وجه الأرض رجل رآه غيري قال فقلت له فكيف رأيته قال كان أبيض مليحا مقصدا,0
1282,5214,أخبره أن رسول الله صلى الله عليه وسلم قال تقاتلكم اليهود فتسلطون عليهم حتى يقول الحجر يا مسلم هذا يهودي ورائي فاقتله,0
1680,16782, قال نهى رسول الله صلى الله عليه وسلم عن المحاقلة والمزابنة وقال إنما يزرع ثلاثة رجل له أرض فهو يزرعها ورجل منح أرضا فهو يزرع ما منح ورجل استكرى أرضا بذهب أو فضة,0
439,8897,الله، يقول دخل رجل المسجد ورسول الله صلى الله عليه وسلم يخطب يوم الجمعة فقال أصليت قال لا قال قم فصل الركعتين وفي رواية قتيبة قال صل ركعتين,0
1873,11427,قال رسول الله صلى الله عليه وسلم من مات ولم يغز ولم يحدث به نفسه مات على شعبة من نفاق قال ابن سهم قال عبد الله بن المبارك فنرى أن ذلك كان على عهد رسول الله صلى الله عليه وسلم,0
467,16764, سمعت رسول الله صلى الله عليه وسلم يقول مثل المجاهد في سبيل الله والله أعلم بمن يجاهد في سبيل الله كمثل الصائم القائم وتوكل الله للمجاهد في سبيله بأن يتوفاه فيدخله الجنة أو يرجعه سالما بما نال من أجر أو غنيمة,0
2575,13226,قال رسول الله صلى الله عليه وسلم لا تحل الصدقة لغني ولا لذي مرة سوي,0
424,4620,فقال إني أراك قد كلفت بعلم القرآن فاقرأ على سورة وفسر حتى أنظر فيما علمت قال ففعلت فقال لي احفظ على ما أقول لك إياك والشناعة في الحديث فإنه قلما حملها أحد إلا ذل في نفسه وكذب في حديثه,0
1978,1961,أن النبي صلى الله عليه وسلم بعث أخا بني عدي من الأنصار إلى خيبر فأمره عليها‏.‏ وعن عبد المجيد عن أبي صالح السمان عن أبي هريرة وأبي سعيد مثله.,0
2510,21068,النبي صلى الله عليه وسلم يخفف الركعتين قبل صلاة الفجر حتى إني لأقول هل قرأ فيهما بأم القرآن,0
2305,11223, أن امرأة، من بني مخزوم استعارت حليا على لسان أناس فجحدتها فأمر بها النبي صلى الله عليه وسلم فقطعت,0
2404,5564, قال رسول الله صلى الله عليه وسلم من حلف على يمين فرأى غيرها خيرا منها فليدع يمينه وليأت الذي هو خير وليكفرها,0
227,17681,النبي صلى الله عليه وسلم أن رسول الله صلى الله عليه وسلم كان يؤتى بالصبيان فيبرك عليهم ويحنكهم فأتي بصبي فبال عليه فدعا بماء فأتبعه بوله ولم يغسله,0
2055,9117, هريرة، أن رسول الله صلى الله عليه وسلم قال لا يموت لأحد من المسلمين ثلاثة من الولد فتمسه النار إلا تحلة القسم,0
862,23473,سمعت رسول الله صلى الله عليه وسلم يقول ‏ ‏ إن الله لا يقبض العلم انتزاعا، ينتزعه من العباد، ولكن يقبض العلم بقبض العلماء، حتى إذا لم يبق عالما، اتخذ الناس رءوسا جهالا فسئلوا، فأفتوا بغير علم، فضلوا وأضلوا ‏‏‏. قال الفربري حدثنا عباس قال حدثنا قتيبة حدثنا جرير عن هشام نحوه‏.‏,0
555,5165,قال رسول الله صلى الله عليه وسلم ‏ ‏ لم يكذب إبراهيم إلا ثلاثا ‏‏‏.‏,0
1928,21193,فرض النبي صلى الله عليه وسلم صدقة الفطر  أو قال رمضان  على الذكر والأنثى، والحر والمملوك، صاعا من تمر أو صاعا من شعير، فعدل الناس به نصف صاع من بر‏.‏ فكان ابن عمر  رضى الله عنهما  يعطي التمر، فأعوز أهل المدينة من التمر فأعطى شعيرا، فكان ابن عمر يعطي عن الصغير والكبير، حتى إن كان يعطي عن بني، وكان ابن عمر  رضى الله عنهما  يعطيها الذين يقبلونها، وكانوا يعطون قبل الفطر بيوم أو يومين‏.‏,0
891,6893,قال رسول الله صلى الله عليه وسلم لا تسافر المرأة ثلاثا إلا مع ذي محرم,0
2367,21159,إني لقائم على الحى على عمومتي أسقيهم من فضيخ لهم وأنا أصغرهم سنا فجاء رجل فقال إنها قد حرمت الخمر فقالوا اكفأها يا أنس فكفأتها قال قلت لأنس ما هو قال بسر ورطب قال فقال أبو بكر بن أنس كانت خمرهم يومئذ قال سليمان وحدثني رجل عن أنس بن مالك أنه قال ذلك أيضا,0
2091,10628, عن النبي صلى الله عليه وسلم قال إذا أنفق الرجل على أهله وهو يحتسبها كانت له صدقة,0
1732,6995,أن امرأة أتت رسول الله صلى الله عليه وسلم فكلمته في شىء، فأمرها بأمر فقالت أرأيت يا رسول الله إن لم أجدك قال ‏ ‏ إن لم تجديني فأتي أبا بكر ‏‏‏.‏ زاد الحميدي عن إبراهيم بن سعد كأنها تعني الموت‏.‏,0
