Book,No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
N3_1,271_3,,وقال الحكيم حدثنا محمد بن إسحاق بن إبراهيم العامري حدثنا زكريا بن حازم حدثنا الربيع بن الربيع بن أنس عن أبي بن كعب,قال الله لموسى من قرأ آية الكرسي في دبر كل صلاة أعطيته ثواب الأنبياء ,قال الحكيم معناه عندنا أنه يعطى ثواب عمل الأنبياء فأما ثواب النبوة فليس لأحد إلا الأنبياء,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,276_5,,وقال الترمذي حدثنا نصر بن عبد الرحمن حدثنا زيد بن الحباب عن هشام بن المقدام عن الحسن عن أبي هريرة مرفوعا ,من قرأ حم الدخان في ليلة الجمعة غفر له,ورواه البيهقي من هذا الطريق بلفظ,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,276_7,,وقال ابن الضريس أنبأنا موسى وعلي قالا حدثنا حماد عن أبي سفيان طريف السعدي عن الحسن أن النبي قال,من قرأ سورة الدخان في ليلة غفر له ما تقدم من ذنبه,,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,276_9,,وقال محمد بن نصر حدثنا محمد بن يحيى حدثنا محمد بن المبارك حدثنا صدقة عن يحيى بن الحرث عن أبي رافع قال,من قرأ الدخان في ليلة الجمعة أصبح مغفورا له وزوج من الحور العين,,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,283_4,,معاذ بن جبل قال البزار في مسنده حدثنا سلمة بن شبيب حدثنا بسطام بن خالد الحراني حدثنا نصر بن عبد الله أبو الفتح عن ثور بن يزيد عن خالد بن معدان عن معاذ بن جبل قال قال رسول الله,من صلى منكم من الليل فليجهر بقراءته فإن الملائكة تصلي بصلاته وتستمع لقراءته وإن مؤمني الجن الذين يكونون في الهواء وجيرانه معه في مسكنه يصلون بصلاته ويستمعون لقراءته وأنه ليطرد بجهره بقراءته عن داره وعن الدور التي حوله فساق الجن ومردة الشياطين وإن البيت الذي يقرأ فيه القرآن عليه خيمة من نور يقتدي بها أهل السماء كما يقتدى بالكوكب الدري في لجج البحار وفي الأرض القفراء فإذا مات صاحب القرآن رفعت تلك الخيمة فينظر الملائكة من السماء فلا يرون ذلك النور فتلقاه الملائكة من سماء إلى سماء فتصلي الملائكة على روحه في الأرواح ثم تستقبل الملائكة الحافظين الذين كانوا معه ثم تستغفر له الملائكة إلى يوم يبعثون وما من رجل تعلم كتاب الله ثم صلى ساعة من ليل إلا أوصت به تلك الليلة الماضية الليلة القابلة المستأنفة أن تنبهه لساعته وأن تكون عليه خفيفة وإذا مات وكان أهله في جهازه جاء القرآن في صورة حسنة جميلة فوقف عند رأسه حتى يدرج في أكفانه فيكون القرآن على صدره دون الكفن فإذا وضع في قبره وسوى عليه وتفرق عنه أصحابه أتاه منكر ونكير فيجلسانه في قبره فيجيء القرآن حتى يكون بينه وبينهما فيقولان له إليك حتى نسأله فيقول لا ورب الكعبة إنه لصاحبي وخليلي ولست آخذ له على حال فإن كنتما أمرتما بشيء فامضيا لما أمرتما ودعا مكاني فإني لست أفارقه حتى أدخله الجنة ثم ينظر القرآن إلى صاحبه فيقول أنا القرآن الذي كنت تجهر بي وتخفيني وتحييني فأنا أحببتك ومن أحببته أحبه الله ليس عليك بعد مسألة منكر ونكير هم ولا حزن فيسأله منكر ونكير ويصعدان ويبقى هو والقرآن فيقول لأفرشنك فراشا لينا ولأدثرنك دثارا حسنا كما أسهرت ليلك وأنصبت نهارك قال فيصعد القرآن إلى السماء أسرع من الطرف فيسأل الله تعالى ذلك فيعطيه ذلك فينزل به ألف ملك من مقربي السماء السادسة فيجيء القرآن فيحييه فيقول هل استوحشت ما زدت منذ فارقتك أن كلمت الله تعالى حتى أخذت لك فراشا ودثارا ومفتاحا وقد جئت لك به فقم حتى تفرشك الملائكة فتنهضه الملائكة إنهاضا لطيفا ثم يفسح له في قبره مسيرة أربعمائة عام ثم يوضع له فراش بطانته من حرير أخضر حشوه المسك الأذفر ويوضع له مرافق عند رأسه ورجليه إلى يوم القيامة ثم تضجعه الملائكة على شقه الأيمن مستقبل القبلة ثم يؤتى بياسمين الجنة وتصعد عنه ويبقى هو والقرآن فيأخذ القرآن الياسمين فيضعه على أنفه غضا فيستنشقه حتى يبعث ويرجع القرآن إلى أهله فيخبرهم خبره كل يوم وليلة ويتعاهده كما يتعاهد الوالد الشفيق ولده بالخير فإن تعلم أحد من ولده القرآن بشره بذلك وإن كان عقبه عقب سوء دعا لهم بالصلاح والإقبال أو كما ذكر,قال البزار خالد لم يسمع من معاذ والله أعلم,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,284_4,,وقال الطبراني حدثنا محمد بن إسحاق بن راهويه حدثنا أبي حدثنا عيسى بن يونس ويحيى بن أبي الحجاج التميمي عن إسماعيل بن رافع عن إسماعيل بن عبيد الله بن المهاجر عن عبد الله بن عمرو عن رسول الله قال,من قرا القرآن فكأنما استدرج النبوة بين جنبيه غير أنه لا يوحى إليه,,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,284_5,,قال البيهقي أنبأنا أبو عبد الله الحافظ أنبأنا أبو جعفر البغدادي حدثنا يحيى بن عثمان بن صالح السهمي حدثنا عمرو بن الربيع بن طارق حدثنا يحيى بن أيوب حدثنا خالد بن أبي يزيد عن ثعلبة بن يزيد عن عبد الله بن عمرو أن رسول الله قال,من قرأ القرآن فقد استدرج النبوة بين جنبيه إلا أنه لا يوحى إليه,قال البيهقي يحتمل أن يكون معناه أي جمع في صدره ما أنزل على النبي غير أنه لا يوحى إليه فيدعي لأجله نبيا ومن شواهد أوسطه حديث ابن عمرو يقال لصاحب القرآن يوم القيامة اقرأ وارق ورتل كما كنت ترتل في الدنيا فإن منزلتك عند آخر آية تقرؤها أخرجه أحمد وأبو داود والترمذي والحاكم وصححاه والنسائي وأبي هريرة نحوه أخرجه ابن خزيمة والحاكم وحديث بريدة إن القرآن يلقى صاحبه يوم القيامة فيعطى الملك بيمينه والخلد بشماله ثم يقال اقرأ واصعد في درج الجنة وغرفها فهو في صعود ما دام يقرأ هذا أو ترتيلا أخرجه أحمد والبيهقي بسند صحيح ومن شواهد آخره حديث أبي أمامة أن القرآن يأتي أهله يوم القيامة أحوج ما كانوا إليه فيقدم به على ربه فيعطى الملك بيمينه والخلد بشماله أخرجه الطبراني والله أعلم,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,286_3,,وقال ابن النجار أنبأنا ذاكر عن أبي غالب الذهلي أنبأنا أبو علي الحسن علي بن الحسين بن محمد ابن صول حدثنا أبو عبد الله الحسين بن علي بن جعفر الأصبهاني الفقيه الحنبلي نزيل الري حدثنا أبو نصر أحمد بن الهيذام الصواف بأصبهان حدثنا أبو سلمة سالم بن شعبة الأشعري حدثنا مجاشع بن عمرو حدثنا الليث بن سعد عن الزهري عن أبي سلمة عن عبد الرحمن بن عوف عن أبي هريرة قال قال رسول الله,حملة القرآن عرفاء أهل الجنة والشهداء قواد أهل الجنة والأنبياء سادة أهل الجنة,مجاشع متروك,Mawdu,non-authentic,‏كتاب الأنبياء والقدماء
N3_1,290_2,,حدثنا داود بن رشيد حدثنا الوليد بن مسلم حدثنا ابن لهيعة عن عبد الله بن هبيرة عن حنش الصنعاني عن عبد الله بن مسعود أنه,قرأ في أذن مبتلي فأفاق فقال له رسول الله ما قرأت في أذنه قال قرأت (أفحسبتم أنما خلقناكم عبثا) حتى فرغ من السورة فقال رسول الله والذي نفسي بيده لو أن رجلا موقتا قرأ بها على جبل لزال,وهذا الإسناد رجاله رجال الصحيح سوى ابن لهيعة وحنش وحديثهما حسن وأخرجه أبو نعيم في الحلية ,Mawdu,non-authentic,‏كتاب السنة
N3_1,291_1,(العقيلي) حدثنا محمد بن مروان القرشي حدثنا محمد بن عبادة الواسطي حدثنا موسى بن إسمعيل الجبلي حدثنا معاذ بن يس الزيات حدثنا الأبرد بن الأشرس عن يحيى بن سعيد قال قال رسول اللّه صلى اللّه عليه وسلم تفترق أمتي على سبعين أو إحدى وسبعين فرقة كلهم في الجنة إلا فرقة واحدة قالوا يا رسول اللّه من هم قال الزنادقة وهو القدرية أورده في ترجمة معاذ بن يس~ وقال رجل مجهول وحديثه غير محفوظ. (وقال) حدثنا الحسن بن علي بن خالد الليثي حدثنا نعيم بن حماد حدثنا يحيى بن اليمان عن يس~ الزيات عن سعد بن سعيد أخي يحيى بن سعيد الأنصاري عن أنس قال قال رسول اللّه صلى اللّه عليه وسلم نفنفرق أمتي على بضع وسبعين فرقة كلها في الجنة إلا فرقة واحدة وهي الزنادقة. قال العقيلي هذا حديث لا يرجع منه إلى صحة ولعل يس~ أخذه عن أبيه أو عن أبرد وليس لهذا الحديث أصل من حديث يحيى بن سعيد ولا من حديث سعد.,حدثنا محمد بن مروان القرشي حدثنا محمد بن عبادة الواسطي حدثنا موسى بن إسمعيل الجبلي حدثنا معاذ بن يس الزيات حدثنا الأبرد بن الأشرس عن يحيى بن سعيد قال قال رسول اللّه صلى اللّه عليه وسلم,تفترق أمتي على سبعين أو إحدى وسبعين فرقة كلهم في الجنة إلا فرقة واحدة قالوا يا رسول اللّه من هم قال الزنادقة وهو القدرية,أورده في ترجمة معاذ بن يس~ وقال رجل مجهول وحديثه غير محفوظ.,Mawdu,non-authentic,‏كتاب السنة
N3_1,295,(العقيلي) حدثنا محمد بن إسماعيل حدثنا الحسن بن علي حدثنا حيوة بن شريح حدثنا بقية عن الصباح بن مجالد عن عطية عن أبي سعيد قال قال رسول اللّه صلى اللّه عليه وسلم إذا كان سنة خمس وثلاثين ومائة خرج مردة الشياطين من كان حبسهم سليمان بن داود في جزيرة العرب فذهب تسعة أعشارهم إلى العراق يجادلونهم وعشرة بالشام، قال العقيلي الصباح ؟؟ مجهول ينقل بهذا الحديث لا يعرف ولا يتابع ولا أصل لهذا الحديث.‏,حدثنا محمد بن إسماعيل حدثنا الحسن بن علي حدثنا حيوة بن شريح حدثنا بقية عن الصباح بن مجالد عن عطية عن أبي سعيد قال قال رسول اللّه صلى اللّه عليه وسلم,إذا كان سنة خمس وثلاثين ومائة خرج مردة الشياطين من كان حبسهم سليمان بن داود في جزيرة العرب فذهب تسعة أعشارهم إلى العراق يجادلونهم وعشرة بالشام,قال العقيلي الصباح ؟؟ مجهول ينقل بهذا الحديث لا يعرف ولا يتابع ولا أصل لهذا الحديث.‏,Mawdu,non-authentic,‏كتاب السنة
N3_1,296_2,,قال الشيرازي في الألقاب أنبأنا أبو الحسين عبداللّه بن موسى أنبأنا حفص بن عمر الأردبيلي الحافظ أبو القاسم حدثنا سهل بن داود حدثنا الحسين بن عيسى بن حمدان حدثنا سلمة بن الفضل بن الأبرش عن سفيان الثوري عن ليث عن طاوس عن زياد سيمينكوش عن عبداللّه بن عمرو أن النبي صلى اللّه عليه وسلم قال,إن سليمان بن داود أوثق شياطين في البحر فإذا كان سنة خمس وثلاثين خرجوا في صور الناس وأبشارهم فجالسوهم في المجالس والمساجد ونازعوهم القرآن الحديث,وهذا الإسناد لا بأس به,Mawdu,non-authentic,‏كتاب السنة
N3_1,304_2,,قال البزار حدثنا السكن بن سعيد حدثنا عمر بن يونس حدثنا إسماعيل بن حماد عن مقاتل بن حيان عن عمرو بن شعيب عن أبيه عن جده قال, كنا جلوساً عند رسول اللّه صلى اللّه عليه وسلم فأقبل أبو بكر وعمر في فئام من الناس فارتفعت أصواتهما فجلس أبو بكر قريباً من النبي صلى اللّه عليه وسلم وجلس عمر قريباً منهما فقال رسول اللّه صلى اللّه عليه وسلم لم ارتفعت أصواتكما فقال رجل يا رسول اللّه قال أبو بكر الحسنات من اللّه والسيئات من أنفسنا وقال عمر الحسنات من اللّه والسيئات من اللّه فقال رسول اللّه صلى اللّه عليه وسلم إن أول من تكلم فيه جبريل وميكائيل فقال ميكائيل مثل مقالتك يا أبا بكر وقال جبريل مثل مقالتك يا عمر فقالا إن نختلف تختلف أهل السماء وإن تختلف أهل السماء تختلف أهل الأرض فتحاكما إلى إسرافيل فقضى بينهما إن الحسنات من اللّه والسيئات من اللّه ثم أقبل على أبي بكر وعمر فقال احفظا قضائي بينكما لو أراد اللّه أن لا يعصى لم يخلق إبليس, قال الحافظ ابن حجر هذا خبر منكر وفي الإسناد ضعفاء انتهى. وأخرجه الطبراني في الأوسط,Mawdu,non-authentic,‏كتاب السنة
N3_1,309_1,(الدارقطني) حدثنا محمد بن إسماعيل الفارسي حدثنا الوليد بن عبدالملك بن يحيى بن عبداللّه بن بكير حدثنا أبي حدثنا الحسن بن عبداللّه بن عون الثقفي عن رجاء بن الحارث عن مجاهد عن أبي هريرة مرفوعاً يكونون قدرية ثم يكونون زنادقة ثم يكونون مجوساً وأن لكل أمة مجوساً وأن مجوس أمتي المكذبة بالقدر فإن مرضوا فلا تعودوهم وإن ماتوا فلا تتبعوا لهم جنازة، لا يصح: جعفر بن الحرث ليس بشيء وغسان مجهول وفي الإسناد الأخير مجاهيل قال النسائي هذا الحديث باطل كذب (قلت) أخرجه من الطريق الأولى ابن أبي عاصم في السنة حدثنا عبدالأعلى بن حماد معتمر بن سليمان به وله طرق أخرى. قال أبو داود حدثنا موسى بن إسماعيل حدثنا عبدالعزيز بن أبي حازم عن أبيه عن ابن عمر عن النبي صلى اللّه عليه وسلم قال القدرية مجوس هذه الأمة إن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم. وقال ابن ماجه حدثنا محمد بن المصفى حدثنا بقية بن الوليد عن الأوزاعي عن ابن جريج عن أبي الزبير عن جابر قال قال رسول اللّه صلى اللّه عليه وسلم مجوس هذه الأمة المكذبون بأقدار اللّه تعالى إن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم وإن لقيتموهم فلا تسلموا عليهم. ثم رواه أبو داود عقب الحديث الأول من طريق سفيان الثوري عن عمر بن محمد عن عمر مولى غفرة رجل من الأنصار عن حذيفة قال قال رسول اللّه صلى اللّه عليه وسلم لكل أمة مجوس ومجوس هذه الأمة الذين يقولون لا قدر. من مات منهم فلا تشهدوا جنازته ومن مرض منهم فلا تعودوه وهم شيعة الدجال وحق على اللّه عز وجل أن يلحقهم بالدجال. قال الحافظ صلاح الدين العلائي في أجوبته عن الأحاديث التي انتقدها السراج القزويني على المصابيح وزعم أنها موضوعة أما حديث ابن عمر فرجال إسناده على شرط الشيخين لكنه منقطع لأن أبا حازم سلمة بن دينار لم يسمع من ابن عمر بل ذكر أنه لم يسمع من أحد من الصحابة غير سهل بن سعد ولكنه رواه جعفر الفريابي في كتاب القدر حدثنا نصر بن عاصم الأنطاكي حدثنا زكريا بن منظور حدثني أبو حازم عن نافع عن ابن عمر فذكر الحديث وزكريا بن منظور ضعفوه كثيراً. وروى عباس الدوري عن ابن معين أنه قال فيه ليس به بأس إنما كان فيه شيء زعموا أنه طفيلي وقال ابن عدي هو ضعيف يكتب حديث فالذي يغلب على الظن أن زيادة نافع في روايته معتبرة ويتبين به الساقط في رواية أبي داود. وقد أخرجه ابن الجوزي في كتاب العلل المتناهية من طريق حجين بن المثنى أحد رجال الصحيحين عن يحيى بن سابق عن أبي حازم عن سهل بن سعد به ثم عله بأن يحيى بن سابق واه ولم أجد أحداً قال فيه هذه العبارة بل قال فيه أبو حاتم الرازي ليس بالقوي. وقال ابن حبان يروي الموضوعات عن الثقات ثم إنه لم ينفرد بهذا المتن حتى يعل به هذا الطريق عن سهل بن سعد أما بقية الطرق فلا كما أن إخراجه الحديث المتقدم في كتاب الموضوعات ليس بجيد لأن له طرقاً أخرى لا يحكم عليها بالوضع فلا فائدة إذن في إخراجه في الموضوعات لأنه يوهم أن الحديث من أصله موضوع وليس كذلك وهكذا إخراجه هذا الحديث في كتاب الأحاديث الواهية لأنه ليس كذلك بل ينتهي بمجموع طرقه إلى درجة الحسن الجيد المحتج به إن شاء اللّه ولحديث ابن عمر طريق أخرى رواها الفريابي من طريق أبي مصعب أحمد بن أبي بكر الزهري. حدثنا الحكم بن سعيد السعدي عن الجعيد بن عبدالرحمن عن نافع عن ابن عمر رفعه بنحو ما تقدم لكن الحكم هذا ضعفه الأزدي وغيره وقال فيه البخاري منكر الحديث وذكر ابن عدي في الكامل هذا الحديث من مناكيره وقد يعتبر به متابعاً لرواية زكريا بن منظور المتقدمة. وأما حديث جابر الذي أخرجه ابن ماجه فمداره على بقية بن الوليد، وقد قال فيه عن الأوزاعي والذي استقر عليه الأمر من قول الأئمة أن بقية ثقة في نفسه لكنه مكثر من التدليس عن الضعفاء والمتروكين يسقطهم ويعنعن الحديث عن شيوخهم وهو قد سمع من أولئك الشيوخ كالأوزاعي وابن جريج ومالك وغيره فلا يحتج بحديثه إلا بما قال فيه حدثنا أو أخبرنا أو سمعت وجناعة من أئمة أهل الحديث مشوا حال بقية وقبلوا ما قال فيه عن لكن الراجح ما تقدم لكن حديث حذيفة الذي رواه أبو داود ثانياً الرجل من الأنصار مجهول وعمر بن عبداللّه مولى غفرة ضعفه ابن معين والنسائي وابن حبان وقال فيه محمد بن سعد ثقة كثير الحديث وقال أحمد بن حنبل ليس به بأس لكن أكثر حديثه مراسيل وقد رواه جعفر الفريابي. حدثنا قتيبة بن سعيد حدثنا أنس بن عياض أبو ضمرة عن عمر مولى غفرة عن عبداللّه بن عمر بالحديث مرفوعاً، ورواه أحمد بن حنبل عن أبي ضمرة ثم قال ما أدري عمر بن عبداللّه لقى عبداللّه بن عمر لعل هذا يكون مرسلاً وفيه شاهد آخر تقدم وينتهي بمجموع ذلك إلى درجة الحسن كما تقدم، وقد روى الحديث أيضاً من طرق عن مكحول عن أبي هريرة عن النبي صلى اللّه عليه وسلم رواه جعفر الفريابي حدثنا عبدالأعلى بن حماد حدثنا معتمر بن سليمان قال سمعت أبي يحدث عن مكحول عن أبي هريرة عن النبي صلى اللّه عليه وسلم، رواه جعفر الفريابي حدثنا عبدالأعلى بن حماد حدثنا معتمر بن سليمان قال سمعت أبي يحدث عن مكحول عن أبي هريرة فذكره وروى معاذ بن معاذ عن سليمان التيمي عن رجل عن مكحول به، وروى من طريق يزيد بن ميسرة عن عطاء الخراساني عن مكحول لكن مكحول لم يسمع من أبي هريرة قاله الدارقطني وغيره فالحديث مرسل ولكن يعتضد به الروايات المتقدمة ويتبين أن للحديث أصلاً فلا يجوز الحكم عليه بالوضع ولا بالنكارة انتهى كلام الحافظ صلاح الدين، ومن طرق ما أخرجه أبو القاسم بن بشران في أماليه أنبأنا أبو الحسن الدارقطني حدثنا أبو بكر النيسابوري حدثنا يونس بن عبدالأعلى أنبأنا ابن وهب أخبرني مسلمة بن علي عن عبدالرحمن بن يزيد عن مكحول عن عطاء عن أبي هريرة مرفوعاً لكل أمة مجوس وأن مجوس أمتي القدرية فإن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم. وقال العقيلي حدثنا أحمد بن عبيد اللّه بن جرير بن جبلة حدثنا النضر بن طاهر أبو الحجاج حدثنا عبدالوارث بن أبي غالب العنبري سمعت ثابتاً يحدث عن أنس بن مالك عن رسول اللّه صلى اللّه عليه وسلم قال إن لكل أمة مجوساً ومجوس هذه الأمة القدرية، قال العقيلي الرواية في هذا الباب فيها لين، وقال الطبراني في الأوسط حدثنا علي بن عبداللّه الفرغاني حدثنا هرون بن موسى الفروي حدثنا أبو ضمرة أنس بن عياض عن حميد عن أنس قال قال رسول اللّه صلى اللّه عليه وسلم القدرية والمرجئة مجوس هذه الأمة فإن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم، وقال أبو نعيم في الحلية حدثنا محمد بن علي بن حبيش حدثنا الحسن بن محمد بن حاتم بن عبيد حدثنا محمد بن ناصح حدثنا بقية عن سلام بن عطية عن يزيد بن سنان الأموي حدثني منصور بن زاذان حدثني أنس بن مالك عن النبي صلى اللّه عليه وسلم قال القدرية مجوس العرب وإن صلوا وصاموا، وقال أبو القاسم بن بشران في أماليه حدثنا محمد بن أحمد بن حماد حدثنا محمد بن عبيد بن محمد النيسابوري حدثنا أبو نعيم عبدالملك بن محمد بن عدي حدثنا محمد بن عيسى يعني الدامغاني حدثنا أحمد بن أبي طيبة عن النعمان عن الصدفي عن نافع عن ابن عمر قال قال رسول اللّه صلى اللّه عليه وسلم يجيء قوم يقولون لا قدر ثم يخرجون منه إلى الزندقة فإذا لقيتموهم فلا تسلموا عليهم وإن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوا جنائزهم فإنهم شيعة الدجال ومجوس هذه الأمة حق على اللّه أن يلحقهم به، وقال ابن بشران حدثنا أبو الحسن محمد بن أحمد بن سفيان حدثنا عبيد اللّه بن ثابت الحريري حدثنا محمد بن عبدالملك بن زنجويه حدثنا الحجاج بن المنهال حدثنا المعتمر حدثنا الحجاج بن فرافصة عن نافع عن ابن عمر سمعت النبي صلى اللّه عليه وسلم يقول القدرية مجوس هذه الأمة، وقال ابن بشران أنبأنا أبو الحسن الدارقطني حدثنا محمد بن القاسم بن زكريا المحاربي حدثنا أبو كريب محمد بن العلاء حدثنا معاوية بن هشام حدثنا محمد بن إبراهيم الهاشمي حدثني عبداللّه بن عبدالرحمن بن عبداللّه بن كعب بن مالك الأنصاري عن ابن جابر عن جابر بن عبداللّه عن رسول اللّه صلى اللّه عليه وسلم قال إن لكل أمة مجوساً وإن مجوس أمتي أهل القدر إن مرضوا فلا تعودوهم وإن خطبوا فلا تزوجوهم وإن ماتوا فلا تشهدوهم. وقال ابن أبي عاصم في السنة حدثنا يعقوب بن حميد حدثنا إسماعيل بن داود عن سليمان بن بلال عن أبي حسين عن نافع عن ابن عمر سمعت رسول اللّه صلى اللّه عليه وسلم يقول في أمتي رجال يكذبون بقادير الرحمن يكونون كذابين ثم يعودون مجوس هذه الأمة وهم كلاب أهل النار.,حدثنا محمد بن إسماعيل الفارسي حدثنا الوليد بن عبدالملك بن يحيى بن عبداللّه بن بكير حدثنا أبي حدثنا الحسن بن عبداللّه بن عون الثقفي عن رجاء بن الحارث عن مجاهد عن أبي هريرة مرفوعاً ,يكونون قدرية ثم يكونون زنادقة ثم يكونون مجوساً وأن لكل أمة مجوساً وأن مجوس أمتي المكذبة بالقدر فإن مرضوا فلا تعودوهم وإن ماتوا فلا تتبعوا لهم جنازة,لا يصح: جعفر بن الحرث ليس بشيء وغسان مجهول وفي الإسناد الأخير مجاهيل قال النسائي هذا الحديث باطل كذب (قلت) أخرجه من الطريق الأولى ابن أبي عاصم في السنة حدثنا عبدالأعلى بن حماد معتمر بن سليمان به وله طرق أخرى,Mawdu,non-authentic,‏كتاب السنة
N3_1,309_2,,قال أبو داود حدثنا موسى بن إسماعيل حدثنا عبدالعزيز بن أبي حازم عن أبيه عن ابن عمر عن النبي صلى اللّه عليه وسلم قال,القدرية مجوس هذه الأمة إن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم,,Mawdu,non-authentic,‏كتاب السنة
N3_1,309_3,,وقال ابن ماجه حدثنا محمد بن المصفى حدثنا بقية بن الوليد عن الأوزاعي عن ابن جريج عن أبي الزبير عن جابر قال قال رسول اللّه صلى اللّه عليه وسلم,مجوس هذه الأمة المكذبون بأقدار اللّه تعالى إن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم وإن لقيتموهم فلا تسلموا عليهم,,Mawdu,non-authentic,‏كتاب السنة
N3_1,309_4,,من طريق سفيان الثوري عن عمر بن محمد عن عمر مولى غفرة رجل من الأنصار عن حذيفة قال قال رسول اللّه صلى اللّه عليه وسلم,لكل أمة مجوس ومجوس هذه الأمة الذين يقولون لا قدر. من مات منهم فلا تشهدوا جنازته ومن مرض منهم فلا تعودوه وهم شيعة الدجال وحق على اللّه عز وجل أن يلحقهم بالدجال,قال الحافظ صلاح الدين العلائي في أجوبته عن الأحاديث التي انتقدها السراج القزويني على المصابيح وزعم أنها موضوعة أما حديث ابن عمر فرجال إسناده على شرط الشيخين لكنه منقطع لأن أبا حازم سلمة بن دينار لم يسمع من ابن عمر بل ذكر أنه لم يسمع من أحد من الصحابة غير سهل بن سعد ولكنه رواه جعفر الفريابي في كتاب القدر,Mawdu,non-authentic,‏كتاب السنة
N3_1,310_2,,محمد بن ناصر أنبأنا أبو علي بن البنا أنبأنا هلال الحفاز أنبأنا أبو الفتح أحمد بن محمد بن الحسن بمصر أنبأنا عبداللّه بن عيسى حدثنا محمد بن أحمد بن منصور الحربي حدثنا أبو حفص عمرو بن بحر السقا حدثنا معتمر بن سليمان حدثنا أبو الصديق الناجي عن أبي سعيد الخدري مرفوعاً,إن اللّه تعالى لعن أربعة على لسان سبعين نبياً القدرية والجهمية والمرجئة والروافض قلنا ما القدرية قال الذين يقولون بالخير من اللّه والشر من إبليس ألا إن الخير والشر من اللّه فمن قال غير ذلك فعليه لعنة اللّه قلنا فما الجهمية قال الذين يقولون القرآن مخلوق ألا إن القرآن غير مخلوق فمن قال غير ذلك فعليه لعنة اللّه قلنا فما المرجئة قال الذين يقولون الإيمان قولاً بلا عمل قلنا فما الروافض قال الذين يشتمون أبا بكر وعمر ألا من أبغضهما فعليه لعنة اللّه,موضوع: الحربي والراوي عنه مجهولان (قلت) وكذا قال في الميزان ولسانه واللّه أعلم,Mawdu,non-authentic,‏كتاب السنة
N3_1,311_2,,وقال حدثنا أحمد بن موسى حدثنا محمد بن سعيد حدثنا سريج بن يونس حدثنا ابن عيينة عن ابن طاوس عن أبيه عن ابن عباس مرفوعاً,لعن اللّه المرجئة قوم يتكلمون على الإيمان بغير عمل وإن الصلاة والزكاة والحج ليس بفريضة فإن عمل فحسن وإن لم يعمل فليس عليه شيء,,Mawdu,non-authentic,كتاب المناقب
N3_1,311_3,,قال وحدثنا أحمد بن عامر عن عمر بن حفص عن معروف بن عبداللّه الحفار عن واثلة بن الأسقع مرفوعا,لو أن مرجئياً أو قدرياً مات فدفن ثم نبش بعد ثلاثة أيام لوجد وجهه إلى غير القبلة,الثلاثة موضوعة سليمان وعمرو والراوي عنه ضعفاء ومحمد بن سعيد هو الأزرق يضع. قال ابن عدي وحديث معروف منكر جداً لا يتابع عليه (قلت) قال في الميزان في الحديث الثاني هذا كذب ظاهر وفي الثالث هذا موضوع بيقين والبلية من حفص لأن معروفاً روى وأكثر ما عنده أمور من أفعال واثلة وكان مولاه واللّه أعلم.‏,Mawdu,non-authentic,كتاب المناقب
N3_1,312_3,,قال الطبراني في الأوسط حدثنا خلف بن الحسين الواسطي حدثنا محمد بن إبراهيم الشامي حدثنا سويد بن عبدالعزيز عن الأوزاعي عن يحيى بن أبي كثير عن عبداللّه بن أبي قتادة عن أبيه قال قال رسول اللّه صلى اللّه عليه وسلم,هلاك أمتي في ثلاث في القدرية والعصبية والرواية من غير ثبت,سويد ضعيف واللّه أعلم,Mawdu,non-authentic,كتاب المناقب
N3_1,313,(ابن حبان) حدثنا محمد بن المسيب حدثنا محمد بن يحيى بن رزين حدثنا أبو عباد الزاهد عن مخلد بن الحسين عن هشام بن حسان عن الحسن عن أنس مرفوعاً المرجئة والقدرية والخوارج يسلب منهم ربع التوحيد فيلقون اللّه كفاراً خالدين مخلدين في النار، موضوع: ابن رزين دجال يضع وشيخه لا يجوز الاحتجاج به.‏,حدثنا محمد بن المسيب حدثنا محمد بن يحيى بن رزين حدثنا أبو عباد الزاهد عن مخلد بن الحسين عن هشام بن حسان عن الحسن عن أنس مرفوعاً,المرجئة والقدرية والخوارج يسلب منهم ربع التوحيد فيلقون اللّه كفاراً خالدين مخلدين في النار,موضوع: ابن رزين دجال يضع وشيخه لا يجوز الاحتجاج به.,Mawdu,non-authentic,كتاب المناقب
